State,Constituency_No,Constituency,Party,Candidate Name,Gender,Age
Haryana,2,KURUKSHETRA,Ekam Sanatan Bharat Dal,MAHAVIR SINGH,M,62
Haryana,2,KURUKSHETRA,Independent,PANDIT ANIL UPADHYAY,M,42
Haryana,3,SIRSA,Independent,RAN SINGH PANWAR,M,41
Haryana,3,SIRSA,Independent,SUKHDEV SINGH SANDHU,M,36
Haryana,3,SIRSA,Independent,JASVIR SINGH,M,39
Haryana,3,SIRSA,Bharatiya Janata Party,ASHOK TANWAR,M,48
Haryana,3,SIRSA,Independent,KARNAIL SINGH ODHAN,M,64
Haryana,3,SIRSA,Independent,RAHUL CHOUHAN,M,26
Haryana,3,SIRSA,Indian National Lok Dal,SANDEEP LOT VALMIKI,M,42
Haryana,3,SIRSA,Independent,BAGDAWAT RAM,M,59
Haryana,3,SIRSA,Jannayak Janta Party,RAMESH KHATAK,M,58
Haryana,3,SIRSA,Independent,JOGINDER RAM,M,71
Haryana,3,SIRSA,Bahujan Samaj Party,LILU RAM ASAKHERA,M,77
Haryana,3,SIRSA,Independent,NAVEEN KUMAR COMMANDO,M,40
Haryana,3,SIRSA,Peoples Party of India (Democratic),MISTRI DAULAT RAM ROLAN,M,39
Haryana,3,SIRSA,Loktantrik Lok Rajyam Party,DHARAMPAL VARTIA,M,35
Haryana,3,SIRSA,Independent,SATPAL LADWAL,M,38
Haryana,3,SIRSA,Bharatiya Asha Party,RAJINDER KUMAR,M,37
Haryana,3,SIRSA,Bahujan Republican  Socialist Party,DR. RAJESH MEHANDIA,M,48
Haryana,3,SIRSA,Indian National Congress,SELJA,F,61
Haryana,3,SIRSA,Independent,SURENDER KUMAR PHULAN,M,46
Haryana,4,HISAR,Independent,SURENDER,M,35
Haryana,4,HISAR,Independent,RAJENDER KUMAR,M,52
Haryana,4,HISAR,Independent,VIJAY SINGH,M,34
Haryana,4,HISAR,Vikas India Party,JAGAT SINGH,M,70
Haryana,4,HISAR,Independent,PARJAPATI RAKESH DHUWARIA,M,46
Haryana,4,HISAR,Independent,SURENDER KUMAR,M,54
Haryana,4,HISAR,Independent,AJIT SINGH,M,57
Haryana,4,HISAR,Independent,KULBIR,M,40
Haryana,4,HISAR,Independent,POONAM MOR,F,32
Haryana,4,HISAR,Independent,JAI PRAKASH (J.P.) S/O UMA DUTT,M,63
Haryana,4,HISAR,Bharatiya Asha Party,NEERAJ KUMAR âCHHATTARâ,M,30
Haryana,4,HISAR,Peoples Party of India (Democratic),ADVOCATE PARDEEP SIHMAR,M,37
Haryana,4,HISAR,Independent,MANDEEP,M,27
Haryana,4,HISAR,Independent,DINESH KUMAR,M,32
Haryana,4,HISAR,Independent,YOGESH BOORA,M,28
Haryana,4,HISAR,Indian National Congress,JAI PARKASH (J P) S/O HARIKESH,M,69
Haryana,4,HISAR,Independent,RANDHIR SINGH,M,63
Haryana,4,HISAR,Independent,JILE SINGH,M,48
Haryana,4,HISAR,Independent,PARDEEP DAHIYA,M,36
Haryana,4,HISAR,Jannayak Janta Party,NAINA SINGH CHAUTALA,F,56
Haryana,4,HISAR,Independent,ISHWAR JHAJHRIA,M,34
Haryana,4,HISAR,Rashtriya Lokswaraj Party,DEV GIRI,M,50
Haryana,4,HISAR,Independent,CHANDER MOHAN,M,25
Haryana,4,HISAR,Bahujan Samaj Party,DESH RAJ,M,59
Haryana,4,HISAR,Independent,ATMA RAM BISHNOI,M,42
Haryana,4,HISAR,Indian National Lok Dal,SUNAINA CHAUTALA,F,49
Haryana,4,HISAR,Socialist Unity Centre Of India (COMMUNIST),MASTER VIJENDER JITPURA,M,42
Haryana,4,HISAR,Bharatiya Janata Party,RANJIT SINGH,M,78
Haryana,5,KARNAL,Samst Samaj Party,ASHOK KATARIA,M,44
Haryana,5,KARNAL,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),HARJEET SINGH VIRK,M,37
Haryana,5,KARNAL,Independent,LEENA KOHLI,F,48
Haryana,5,KARNAL,Independent,ASHOK KUMAR,M,45
Haryana,5,KARNAL,Independent,AZAD SINGH PUNIA,M,59
Haryana,5,KARNAL,Indian National Congress,DIVYANSHU BUDHIRAJA,M,30
Haryana,5,KARNAL,Independent,BALWAN SINGH,M,66
Haryana,5,KARNAL,Bharatiya Asha Party,VINEET CHOUDHARY,M,40
Haryana,5,KARNAL,Bharatiya Janata Party,MANOHAR LAL,M,70
Haryana,5,KARNAL,Independent,GULSHAN KASHYAP,M,27
Haryana,5,KARNAL,Rashtriya Garib Dal,ROOP SINGH,M,53
Haryana,5,KARNAL,Independent,MANISH,M,37
Haryana,5,KARNAL,Bahujan Samaj Party,INDER SINGH,M,53
Haryana,5,KARNAL,Jannayak Janta Party,DEVENDER KADIAN,M,46
Haryana,5,KARNAL,Independent,SONIA,F,37
Haryana,5,KARNAL,Peoples Party of India (Democratic),NITIN GEHLOT,M,37
Haryana,5,KARNAL,Independent,MANOJ BANSAL,M,49
Haryana,5,KARNAL,Nationalist Congress Party â Sharadchandra Pawar,MARATHA VIRENDER VERMA,M,74
Haryana,5,KARNAL,Independent,SAWAMI AGNIVESH,M,47
Haryana,6,SONIPAT,Independent,SANJAY DASS,M,51
Haryana,6,SONIPAT,Independent,NIRMAL SINGH,M,42
Haryana,6,SONIPAT,Independent,SURENDER SINGH,M,31
Haryana,6,SONIPAT,Independent,SATPAL,M,37
Haryana,6,SONIPAT,Independent,ROHTASH,M,60
Haryana,6,SONIPAT,Independent,RAMESH,M,63
Haryana,6,SONIPAT,Samata Party,RAKESH,M,36
Haryana,6,SONIPAT,Aam Aadmi Parivartan Party,NARESH KASHYAP,M,54
Haryana,6,SONIPAT,Independent,GAUBHAGAT SUMIT LATHER,M,29
Haryana,6,SONIPAT,Rashtriya Garib Dal,SUNIL KUMAR,M,28
Haryana,6,SONIPAT,Independent,DR. KAMLESH KUMAR SAINI,M,57
Haryana,6,SONIPAT,Jannayak Janta Party,BHUPENDER SINGH MALIK,M,55
Haryana,6,SONIPAT,Independent,ASHWANI,M,40
Haryana,6,SONIPAT,Peoples Party of India (Democratic),RADHEY SHYAM,M,46
Haryana,6,SONIPAT,Indian National Lok Dal,ANOOP SINGH,M,62
Haryana,6,SONIPAT,Independent,SANT DHARAMVEER CHOTIVALA,M,51
Haryana,6,SONIPAT,Bharatiya Janata Party,MOHAN LAL BADOLI,M,61
Haryana,6,SONIPAT,Bahujan Samaj Party,UMESH KUMAR,M,36
Haryana,6,SONIPAT,Independent,JAGBEER,M,37
Haryana,6,SONIPAT,Indian National Congress,SATPAL BRAHAMCHARI,M,60
Haryana,6,SONIPAT,Rashtriya Jatigat Aarakshan Virodhi Party,RAKESH DHARIWAL,M,37
Haryana,6,SONIPAT,Socialist Unity Centre Of India (COMMUNIST),BALBIR SINGH,M,65
Haryana,7,ROHTAK,Super Power India Party,ADVOCATE ADITYA DHANKHAR,M,25
Haryana,7,ROHTAK,Independent,BISHAMBAR KUMAR,M,43
Haryana,7,ROHTAK,Independent,SATISH KUMAR,M,43
Haryana,7,ROHTAK,Independent,ARVIND,M,37
Haryana,7,ROHTAK,Independent,YOGESH SHARMA,M,50
Haryana,7,ROHTAK,Aam Aadmi Parivartan Party,SURENDER,M,41
Haryana,7,ROHTAK,Independent,ARVIND KUMAR SHARMA,M,53
Haryana,7,ROHTAK,Independent,KALAWATI,F,47
Haryana,7,ROHTAK,Independent,LALIT KUMAR,M,29
Haryana,7,ROHTAK,Independent,UDEVIR,M,50
Haryana,7,ROHTAK,Jannayak Janta Party,RAVINDER,M,38
Haryana,7,ROHTAK,Independent,MANISHA,F,36
Haryana,7,ROHTAK,Independent,PARVEEN KUMAR,M,40
Haryana,7,ROHTAK,Independent,MASTER RANDHIR SINGH,M,59
Haryana,7,ROHTAK,Independent,VINAY,M,43
Haryana,7,ROHTAK,Ekam Sanatan Bharat Dal,SATISH KUMAR,M,43
Haryana,7,ROHTAK,Indian National Congress,DEEPENDER SINGH HOODA,M,46
Haryana,7,ROHTAK,Rashtrawadi Janlok Party (Satya),RAKESH SINGH,M,43
Haryana,7,ROHTAK,Bharatiya Janata Party,DR. ARVIND KUMAR SHARMA,M,61
Haryana,7,ROHTAK,Bharatheeya Jawan Kisan Party,JAGBIR SINGH,M,60
Haryana,7,ROHTAK,Independent,SANJAY,M,48
Haryana,7,ROHTAK,Independent,ASHOK KUMAR,M,39
Haryana,7,ROHTAK,Peoples Party of India (Democratic),VINOD KUMAR,M,40
Haryana,7,ROHTAK,Independent,MANJEET,M,39
Haryana,7,ROHTAK,Bharatiya Asha Party,VISHESH BAMEL,M,39
Haryana,7,ROHTAK,Socialist Unity Centre Of India (COMMUNIST),JAIKARAN MANDAUTHI,M,78
Haryana,8,BHIWANI-MAHENDRAGARH,Independent,JAGDISH,M,51
Haryana,8,BHIWANI-MAHENDRAGARH,Independent,SEEMA,F,37
Haryana,8,BHIWANI-MAHENDRAGARH,Independent,ENGINEER MAHAVIR SINGH YADAV,M,65
Haryana,8,BHIWANI-MAHENDRAGARH,Independent,JAI SINGH,M,49
Haryana,8,BHIWANI-MAHENDRAGARH,Bhartiya Shakti Chetna Party,BHARAT BHUSHAN,M,68
Haryana,8,BHIWANI-MAHENDRAGARH,Peoples Party of India (Democratic),BALWAN,M,44
Haryana,8,BHIWANI-MAHENDRAGARH,Rashtrawadi Janlok Party (Satya),SUBHASH,M,48
Haryana,8,BHIWANI-MAHENDRAGARH,Bahujan Samaj Party,SUNIL KUMAR SHARMA,M,52
Haryana,8,BHIWANI-MAHENDRAGARH,Bharatiya Janata Party,DHARAMBIR SINGH,M,69
Haryana,8,BHIWANI-MAHENDRAGARH,Indian National Congress,RAO DAN SINGH,M,68
Haryana,8,BHIWANI-MAHENDRAGARH,Bharatheeya Jawan Kisan Party,ANAND KUMAR,M,52
Haryana,8,BHIWANI-MAHENDRAGARH,Independent,HEMANT,M,31
Haryana,8,BHIWANI-MAHENDRAGARH,Independent,VARSHA,F,26
Haryana,8,BHIWANI-MAHENDRAGARH,Jannayak Janta Party,BAHADUR SINGH,M,67
Haryana,8,BHIWANI-MAHENDRAGARH,Independent,YOGBIR SINGH,M,31
Haryana,8,BHIWANI-MAHENDRAGARH,Independent,VED PRAKASH,M,69
Haryana,8,BHIWANI-MAHENDRAGARH,Socialist Unity Centre Of India (COMMUNIST),ROHTASH,M,61
Haryana,9,GURGAON,Indian National Congress,RAJ BABBAR,M,71
Haryana,9,GURGAON,Independent,AJAY KUMAR,M,42
Haryana,9,GURGAON,Independent,KUSHESHWAR  BHAGAT,M,54
Haryana,9,GURGAON,Independent,VISHNU,M,46
Haryana,9,GURGAON,Independent,AKSHAT GAIT,M,36
Haryana,9,GURGAON,Jannayak Janta Party,RAHUL YADAV FAZILPURIA,M,33
Haryana,9,GURGAON,Social Democratic Party Of India,ANWAR,M,34
Haryana,9,GURGAON,Right to Recall Party,VANDNA GULIYA,F,44
Haryana,9,GURGAON,Indian National Lok Dal,SORAB KHAN,M,57
Haryana,9,GURGAON,Bahujan Samaj Party,VIJAY KHATANA,M,41
Haryana,9,GURGAON,Rashtriya Lokswaraj Party,SAMPOORN ANAND,M,53
Haryana,9,GURGAON,Independent,SAMAY SINGH,M,42
Haryana,9,GURGAON,Peoples Party of India (Democratic),ISHWAR SINGH SUTHANI,M,57
Haryana,9,GURGAON,Bhartiya Shakti Chetna Party,AKASH VYAS,M,25
Haryana,9,GURGAON,Bharatiya Janata Party,RAO INDERJIT SINGH,M,74
Haryana,9,GURGAON,Independent,SINGH RAM,M,69
Haryana,9,GURGAON,Swayam Shashan Party,DHARMENDER THAKRAN,M,58
Haryana,9,GURGAON,Independent,AZAD SINGH,M,66
Haryana,9,GURGAON,Jan Sewak Kranti Party,VIJAY YADAV,M,44
Haryana,9,GURGAON,Independent,ASHOK JANGRA,M,55
Haryana,9,GURGAON,Bharatheeya Jawan Kisan Party,LAL CHAND YADAV,M,70
Haryana,9,GURGAON,Socialist Unity Centre Of India (COMMUNIST),COMRADE SARWAN KUMAR GUPTA,M,56
Haryana,9,GURGAON,Independent,FAUJI JAI KAWAR TYAGI (DIXIT),M,69
Haryana,10,FARIDABAD,AARAKSHAN VIRODHI PARTY,PANDIT SUMIT KUMAR SHARMA,M,32
Haryana,10,FARIDABAD,Loktantrik Janshakti Party,SHAKILA HUSSAIN,F,41
Haryana,10,FARIDABAD,Akhil Bhartiya Kisan Majdoor Party,RANDHEER SINGH ALIAS DHEERU KHATANA,M,50
Haryana,10,FARIDABAD,Independent,NEERAJ JATAV,M,33
Haryana,10,FARIDABAD,Jan Shakti Dal,SAWATANTAR SINGH CHAUHAN,M,45
Haryana,10,FARIDABAD,Kisan Mazdoor Sangharsh Party,SHIV NARAYAN BABA DUBEY,M,53
Haryana,10,FARIDABAD,Peoples Party of India (Democratic),BRIJABALA,F,39
Haryana,10,FARIDABAD,Bharatiya Janata Party,KRISHAN PAL,M,67
Haryana,10,FARIDABAD,Independent,ATUL,M,42
Haryana,10,FARIDABAD,Independent,RAJESH GAUTAM,M,37
Haryana,10,FARIDABAD,Independent,GIRRAJ,M,47
Haryana,10,FARIDABAD,Rashtra Nirman Party,BHARAT BHUSHAN KOLI,M,40
Haryana,10,FARIDABAD,Bahujan Samaj Party,KISHAN THAKUR,M,60
Haryana,10,FARIDABAD,Samrat Mihir Bhoj Samaj Party,GYAN CHAND BAINSLA,M,51
Haryana,10,FARIDABAD,Indian National Congress,MAHENDER PRATAP SINGH,M,79
Haryana,10,FARIDABAD,Indian National Lok Dal,SUNIL TEWATIA,M,49
Haryana,10,FARIDABAD,Independent,SUNIL KUMAR,M,45
Haryana,10,FARIDABAD,Independent,LEKHRAM DABANG,M,55
Haryana,10,FARIDABAD,Rashtriya Vikas Party,MAHESH PRATAP SHARMA,M,69
Haryana,10,FARIDABAD,Bhartiya Shakti Chetna Party,SHYAM SUNDER SINGH,M,56
Haryana,10,FARIDABAD,Jannayak Janta Party,NALIN HOODA,M,34
Haryana,10,FARIDABAD,Adim Bhartiya Dal,HARI SHANKER RAJVANS,M,48
Haryana,10,FARIDABAD,Independent,SWAMI RAJENDRA DEV JI,M,50
Haryana,10,FARIDABAD,Buland Bharat Party,SATAY DEO YADAV,M,53
Himachal Pradesh,1,KANGRA,Independent,ADVOCATE SANJAY SHARMA,M,56
Himachal Pradesh,1,KANGRA,Rashtriya Samaj Dal (R),DEV RAJ BHARDWAJ,M,71
Himachal Pradesh,1,KANGRA,Rashtriya Devbhumi Party,BHUVNESH KUMAR,M,49
Himachal Pradesh,1,KANGRA,Akhil Bhartiya Parivar Party,JEEVAN KUMAR,M,34
Himachal Pradesh,1,KANGRA,Bahujan Samaj Party,REKHA CHAUDHARY,F,41
Himachal Pradesh,1,KANGRA,Independent,DR KEHAR SINGH,M,53
Himachal Pradesh,1,KANGRA,Independent,ACHAL SINGH,M,59
Himachal Pradesh,1,KANGRA,Bharatiya Janata Party,DR RAJEEV BHARDWAJ,M,62
Himachal Pradesh,1,KANGRA,Indian National Congress,ANAND SHARMA,M,71
Himachal Pradesh,1,KANGRA,Himachal Janta Party,NARAIN SINGH DOGRA,M,64
Himachal Pradesh,2,MANDI,Independent,RAKHEE GUPTA,F,52
Himachal Pradesh,2,MANDI,Independent,SUBHASH MOHAN SNEHI,M,46
Himachal Pradesh,2,MANDI,Bharatiya Janata Party,KANGNA RANAUT,F,37
Himachal Pradesh,2,MANDI,Independent,DINESH KUMAR BHATI,M,56
Himachal Pradesh,2,MANDI,Akhil Bhartiya Parivar Party,VINAY KUAMR,M,42
Himachal Pradesh,2,MANDI,Rashtriya Devbhumi Party,NARENDER KUMAR,M,54
Himachal Pradesh,2,MANDI,Indian National Congress,VIKRAMADITYA SINGH,M,34
Himachal Pradesh,2,MANDI,Bahujan Samaj Party,DR. PRAKASH CHAND BHARDWAJ,M,65
Himachal Pradesh,2,MANDI,Independent,ASHUTOSH MAHANT,M,38
Himachal Pradesh,2,MANDI,Himachal Janta Party,MAHESH  SAINI,M,45
Himachal Pradesh,3,HAMIRPUR,Akhil Bhartiya Parivar Party,SUMIT RANA,M,32
Himachal Pradesh,3,HAMIRPUR,Independent,SURENDER KUMAR GAUTAM,M,53
Himachal Pradesh,3,HAMIRPUR,Independent,NAND LAL,M,65
Himachal Pradesh,3,HAMIRPUR,Rashtriya Devbhumi Party,JAGDEEP KUMAR,M,38
Himachal Pradesh,3,HAMIRPUR,Bharatiya Janata Party,ANURAG SINGH THAKUR,M,50
Himachal Pradesh,3,HAMIRPUR,Bharatheeya Jawan Kisan Party,SUBEDAR MAJOR KULWANT SINGH PATIAL,M,56
Himachal Pradesh,3,HAMIRPUR,Indian National Congress,SATPAL RAIZADA,M,53
Himachal Pradesh,3,HAMIRPUR,Ekam Sanatan Bharat Dal,ARUN ANKESH SYAL,M,34
Himachal Pradesh,3,HAMIRPUR,Independent,GARIB DASS KATOCH,M,66
Himachal Pradesh,3,HAMIRPUR,Independent,GOPI CHAND ATTARI,M,69
Himachal Pradesh,3,HAMIRPUR,Bahujan Samaj Party,HEM RAJ,M,62
Himachal Pradesh,3,HAMIRPUR,Independent,RAMESH CHAND SARTHI,M,50
Himachal Pradesh,4,SHIMLA,Bharatiya Janata Party,Suresh Kumar Kashyap,M,53
Himachal Pradesh,4,SHIMLA,Indian National Congress,Vinod Sultanpuri,M,42
Himachal Pradesh,4,SHIMLA,Akhil Bhartiya Parivar Party,Madan Lal,M,43
Himachal Pradesh,4,SHIMLA,Rashtriya Devbhumi Party,Suresh Kumar,M,52
Himachal Pradesh,4,SHIMLA,Bahujan Samaj Party,Anil Kumar Manget,M,31
Jammu and Kashmir,1,BARAMULLA,Independent,ARUN KUMAR RAINA,M,53
Jammu and Kashmir,1,BARAMULLA,Independent,SHABIR AHMAD DAR,M,43
Jammu and Kashmir,1,BARAMULLA,Independent,FIRDOUS AHMAD BHAT,M,37
Jammu and Kashmir,1,BARAMULLA,Independent,SURAIYA NISSAR,F,32
Jammu and Kashmir,1,BARAMULLA,Jammu and Kashmir Nationalist People's Front,MUNIR AHMAD KHAN,M,50
Jammu and Kashmir,1,BARAMULLA,Independent,SHADIB HANIEF KHAN,M,35
Jammu and Kashmir,1,BARAMULLA,Independent,MOHAMMAD SULTAN GANAIE,M,57
Jammu and Kashmir,1,BARAMULLA,Independent,SYED AMEER SUHAIL,M,33
Jammu and Kashmir,1,BARAMULLA,Independent,SHAFEEQA BEGUM,F,54
Jammu and Kashmir,1,BARAMULLA,National Youth Party,FAROOQ AHMAD BHAT,M,44
Jammu and Kashmir,1,BARAMULLA,Rashtriya Jankranti Party,KHURSHEED AHMAD SHAH,M,44
Jammu and Kashmir,1,BARAMULLA,Independent,MEHRAJ UDDIN NAJAR,M,41
Jammu and Kashmir,1,BARAMULLA,Jammu & Kashmir Peoples Democratic Party,MIR MOHAMMAD FAYAZ,M,47
Jammu and Kashmir,1,BARAMULLA,Jammu & Kashmir National Conference,OMAR ABDULLAH,M,53
Jammu and Kashmir,1,BARAMULLA,National Loktantrik Party,MUSHTAQ AHMAD MIR,M,42
Jammu and Kashmir,1,BARAMULLA,Independent,NAZIR AHMAD SOFI,M,38
Jammu and Kashmir,1,BARAMULLA,Jammu & Kashmir National Panthers Party (Bhim),PEERZADA MUDASIR RASHID SHAH,M,36
Jammu and Kashmir,1,BARAMULLA,Jammu & Kashmir People Conference,SAJAD GANI LONE,M,57
Jammu and Kashmir,1,BARAMULLA,Independent,HILAL AHMAD WAGAY,M,35
Jammu and Kashmir,1,BARAMULLA,Independent,MUZAFFAR HUSSAIN DAR,M,40
Jammu and Kashmir,1,BARAMULLA,Independent,ABDUL RASHID SHEIKH,M,58
Jammu and Kashmir,1,BARAMULLA,Independent,MUDASIR AHMAD TANTARY,M,36
Jammu and Kashmir,2,SRINAGAR,Independent,SAJAD AHMAD DAR,M,33
Jammu and Kashmir,2,SRINAGAR,Independent,JAHANGIR AHMAD SHEIKH,M,30
Jammu and Kashmir,2,SRINAGAR,Independent,JAVEED AHMAD WANI,M,45
Jammu and Kashmir,2,SRINAGAR,Gana Suraksha Party,MOHD YOUSUF BHAT,M,59
Jammu and Kashmir,2,SRINAGAR,Democratic Progressive Azad Party,AMIR AHMAD BHAT,M,34
Jammu and Kashmir,2,SRINAGAR,Independent,DR QAZI ASHRAF,M,55
Jammu and Kashmir,2,SRINAGAR,Independent,WAHEEDA TABASUM SHAH,F,49
Jammu and Kashmir,2,SRINAGAR,Jammu & Kashmir National Panthers Party (Bhim),HAKIKAT SINGH,M,55
Jammu and Kashmir,2,SRINAGAR,Jammu & Kashmir National Conference,AGA SYED RUHULLAH MEHDI,M,46
Jammu and Kashmir,2,SRINAGAR,Independent,GHULAM MOHAMMAD WANI,M,49
Jammu and Kashmir,2,SRINAGAR,Independent,WASEEM HASSAN SHEIKH,M,28
Jammu and Kashmir,2,SRINAGAR,Independent,SAYIM MUSTAFA,M,36
Jammu and Kashmir,2,SRINAGAR,Independent,FAYAZ AHMAD BUTT,M,52
Jammu and Kashmir,2,SRINAGAR,National Loktantrik Party,RUBINA AKHTER,F,40
Jammu and Kashmir,2,SRINAGAR,Independent,RIYAZ AHMAD BHAT,M,51
Jammu and Kashmir,2,SRINAGAR,Jammu & Kashmir Peoples Democratic Party,WAHEED UR REHMAN PARA,M,36
Jammu and Kashmir,2,SRINAGAR,Jammu and Kashmir Apni Party,MOHAMMAD ASHRAF MIR,M,52
Jammu and Kashmir,2,SRINAGAR,Independent,AMIN DAR,M,55
Jammu and Kashmir,2,SRINAGAR,Bharat Jodo Party,YOUNIS AHMAD MIR,M,34
Jammu and Kashmir,2,SRINAGAR,Independent,SHAHNAZ HUSSAIN SHAH,M,44
Jammu and Kashmir,2,SRINAGAR,Independent,JIBRAN FIRDOUS DAR,M,33
Jammu and Kashmir,2,SRINAGAR,Independent,MIRZA SAJAD HUSSAIN BEIGH,M,37
Jammu and Kashmir,2,SRINAGAR,Independent,NISAR AHMAD AHANGAR,M,44
Jammu and Kashmir,2,SRINAGAR,Independent,SHEEBAN ASHAI,M,33
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,DILIP KUMAR PANDITA,M,56
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Garib Democratic Party,MOHAMMAD MAQBOOL TELI,M,61
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,ABDUL ROUF NAIK,M,27
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Jammu & Kashmir National Panthers Party (Bhim),ARSHEED AHMED LONE,M,28
Jammu and Kashmir,3,ANANTNAG-RAJOURI,National Loktantrik Party,IMTIYAZ AHMAD,M,40
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,SUSHIL KUMAR SHARMA,M,31
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,ABDUL RAOUF MALIK,M,55
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Jammu and Kashmir Nationalist People's Front,SHEIKH MUZAFAR AHMED,M,62
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,ALI MOHAMMAD WANI,M,51
Jammu and Kashmir,3,ANANTNAG-RAJOURI,National Awami United Party,SUDARSHAN SINGH,M,54
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,BALDEV KUMAR,M,66
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Democratic Progressive Azad Party,MOHAMAD SALEEM PARAY,M,40
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,IMRAN SHEIKH,M,37
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,RAVINDER SINGH,M,49
Jammu and Kashmir,3,ANANTNAG-RAJOURI,All India Forward Bloc,JAVAID AHMED,M,43
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,SAJAD AHMAD DAR,M,33
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Independent,GULSHAN AKHTER,F,61
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Jammu & Kashmir Peoples Democratic Party,MEHBOOBA MUFTI,F,64
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Jammu and Kashmir Apni Party,ZAFAR IQBAL KHAN MANHAS,M,70
Jammu and Kashmir,3,ANANTNAG-RAJOURI,Jammu & Kashmir National Conference,MIAN ALTAF AHMAD,M,66
Jammu and Kashmir,4,UDHAMPUR,Ekam Sanatan Bharat Dal,MANOJ KUMAR,M,32
Jammu and Kashmir,4,UDHAMPUR,Jammu & Kashmir National Panthers Party (Bhim),BALWAN SINGH,M,57
Jammu and Kashmir,4,UDHAMPUR,Independent,DR PANKAJ SHARMA,M,44
Jammu and Kashmir,4,UDHAMPUR,Indian National Congress,CH LAL SINGH,M,65
Jammu and Kashmir,4,UDHAMPUR,Independent,RAJESH MANCHANDA,M,56
Jammu and Kashmir,4,UDHAMPUR,Independent,MEHRAJ DIN,M,36
Jammu and Kashmir,4,UDHAMPUR,Independent,SACHIN GUPTA,M,40
Jammu and Kashmir,4,UDHAMPUR,Independent,MOHD ALI GUJJAR,M,43
Jammu and Kashmir,4,UDHAMPUR,Independent,GHULAM MOHD SAROORI,M,71
Jammu and Kashmir,4,UDHAMPUR,Bahujan Samaj Party,AMIT KUMAR,M,27
Jammu and Kashmir,4,UDHAMPUR,Independent,SWARN VEER SINGH JARAL,M,30
Jammu and Kashmir,4,UDHAMPUR,Bharatiya Janata Party,DR JITENDRA SINGH,M,67
Jammu and Kashmir,5,JAMMU,Independent,PRINCIPAL C D SHARMA,M,63
Jammu and Kashmir,5,JAMMU,Independent,PERSEEN SINGH,M,43
Jammu and Kashmir,5,JAMMU,Independent,NARESH KUMAR TALLA,M,60
Jammu and Kashmir,5,JAMMU,Independent,ATUL RAINA,M,38
Jammu and Kashmir,5,JAMMU,Jammu & Kashmir National Panthers Party (Bhim),NARESH KUMAR CHIB,M,63
Jammu and Kashmir,5,JAMMU,Independent,VICKY KUMAR DOGRA,M,38
Jammu and Kashmir,5,JAMMU,Hindustan Shakti Sena,GANESH CHOUDHARY,M,37
Jammu and Kashmir,5,JAMMU,Independent,KARANJIT,M,41
Jammu and Kashmir,5,JAMMU,Independent,SATISH POONCHI,M,75
Jammu and Kashmir,5,JAMMU,All India Forward Bloc,QARI ZAHEER ABBAS BHATTI,M,52
Jammu and Kashmir,5,JAMMU,Jammu & Kashmir People Conference,RATTAN LAL,M,50
Jammu and Kashmir,5,JAMMU,Ekam Sanatan Bharat Dal,ANKUR SHARMA,M,37
Jammu and Kashmir,5,JAMMU,Independent,DR PRINCE RAINA,M,37
