Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
Meda Malla Reddy,IND,0,5th Pass,68,"Rs 16,40,000  ~ 16 Lacs+",Rs 0  ~,Andhra Pradesh
Meda Srinivasa Rao,Rashtriya Praja Congress (Secular),2,Post Graduate,50,"Rs 3,58,30,000  ~ 3 Crore+","Rs 4,00,000  ~ 4 Lacs+",Andhra Pradesh
Medapati Varahala Reddy,IND,0,10th Pass,44,"Rs 2,66,80,000  ~ 2 Crore+","Rs 13,00,000  ~ 13 Lacs+",Andhra Pradesh
Medisetti Vijaya Kumar,IND,8,12th Pass,53,"Rs 4,62,43,484  ~ 4 Crore+","Rs 1,13,58,500  ~ 1 Crore+",Andhra Pradesh
Mendem Santhosh Kumar,IND,0,Others,46,,,Andhra Pradesh
Metta Ramarao,Janasena Party,0,Post Graduate,53,"Rs 6,33,85,326  ~ 6 Crore+",Rs 0  ~,Andhra Pradesh
Mitta Parthasarathi,BJP,2,Graduate,60,"Rs 35,78,49,990  ~ 35 Crore+","Rs 10,68,20,000  ~ 10 Crore+",Andhra Pradesh
Modugula Venugopala Reddy,YSRCP,3,Graduate Professional,52,"Rs 13,74,66,129  ~ 13 Crore+","Rs 16,75,274  ~ 16 Lacs+",Andhra Pradesh
Mohammad Ishaq,IND,0,12th Pass,47,"Rs 52,76,961  ~ 52 Lacs+","Rs 5,12,010  ~ 5 Lacs+",Andhra Pradesh
Mohan Ayyappa,IND,0,Post Graduate,29,,,Andhra Pradesh
Mojas Raja Sekhar Duggirala,Janasena Party,1,Post Graduate,59,"Rs 2,89,30,012  ~ 2 Crore+",Rs 0  ~,Andhra Pradesh
Mortha Sivarama Krishna,Pyramid Party of India,0,Graduate,29,Nil,Rs 0  ~,Andhra Pradesh
Mugi Surya Prakash,IND,0,Graduate,63,"Rs 4,32,66,800  ~ 4 Crore+",Rs 0  ~,Andhra Pradesh
Mukka Sreenivasa Rao,Janasena Party,0,10th Pass,39,"Rs 1,34,28,596  ~ 1 Crore+",Rs 0  ~,Andhra Pradesh
Mukram Syed,Janasena Party,0,10th Pass,42,,,Andhra Pradesh
Muralikrishna Kanderi,India Praja Bandhu Party,0,Others,41,"Rs 12,796  ~ 12 Thou+",Rs 0  ~,Andhra Pradesh
Muttamasetty Lakshmana Siva Prasad Babu,Janasena Party,0,Post Graduate,66,"Rs 3,31,69,811  ~ 3 Crore+","Rs 1,37,447  ~ 1 Lacs+",Andhra Pradesh
N. Reddeppa,YSRCP,0,Post Graduate,68,"Rs 1,73,55,862  ~ 1 Crore+","Rs 13,41,542  ~ 13 Lacs+",Andhra Pradesh
N.Kristappa,TDP,4,Graduate,63,"Rs 5,13,75,301  ~ 5 Crore+","Rs 10,11,804  ~ 10 Lacs+",Andhra Pradesh
Nadakuditi Naga Gayathri,IND,0,Post Graduate,38,,,Andhra Pradesh
Nagababu Konidela,Janasena Party,0,Graduate Professional,58,"Rs 36,78,20,773  ~ 36 Crore+","Rs 2,16,78,798  ~ 2 Crore+",Andhra Pradesh
Naidugari Rajasekhar,IND,0,Post Graduate,35,"Rs 41,500  ~ 41 Thou+",Rs 0  ~,Andhra Pradesh
Nallam Surya Chandra Rao,Pyramid Party of India,0,Graduate,59,"Rs 2,09,35,000  ~ 2 Crore+","Rs 8,98,000  ~ 8 Lacs+",Andhra Pradesh
Nalli Rajesh,IND,6,10th Pass,36,"Rs 32,39,775  ~ 32 Lacs+","Rs 23,62,420  ~ 23 Lacs+",Andhra Pradesh
Nalluri Vijaya Srinivasa Rao,INC,0,12th Pass,55,,,Andhra Pradesh
Namballa Krishna Mohan,IND,1,Graduate,44,"Rs 7,07,000  ~ 7 Lacs+","Rs 5,00,000  ~ 5 Lacs+",Andhra Pradesh
Nandini Nallaghatla,IND,0,Post Graduate,43,"Rs 5,09,343  ~ 5 Lacs+","Rs 4,09,343  ~ 4 Lacs+",Andhra Pradesh
Naraharisetty Narasimha Rao,INC,1,Graduate Professional,58,"Rs 1,93,42,702  ~ 1 Crore+","Rs 67,88,257  ~ 67 Lacs+",Andhra Pradesh
Naramalli Siva Prasad,TDP,0,Graduate Professional,68,"Rs 6,96,28,816  ~ 6 Crore+",Rs 0  ~,Andhra Pradesh
Narasapuram Prasad,IND,0,Others,50,,,Andhra Pradesh
Narasimharao Parimi,IND,1,Illiterate,31,"Rs 4,51,000  ~ 4 Lacs+",Rs 0  ~,Andhra Pradesh
Narava Satyavathi,IND,0,10th Pass,37,"Rs 9,64,000  ~ 9 Lacs+",Rs 0  ~,Andhra Pradesh
Naresh Kumar Poojala,IND,0,Others,25,"Rs 73,786  ~ 73 Thou+",Rs 0  ~,Andhra Pradesh
"Neeruguttu Nagesh, M.A., Philosophy",Janapaalana Party (Democratic),0,Post Graduate,32,"Rs 13,38,000  ~ 13 Lacs+","Rs 1,80,000  ~ 1 Lacs+",Andhra Pradesh
Nuthakki Rama Rao,All India Praja Party,0,Post Graduate,71,,,Andhra Pradesh
Nyamatulla Shaik,IND,0,Graduate,31,"Rs 49,09,000  ~ 49 Lacs+","Rs 10,00,000  ~ 10 Lacs+",Andhra Pradesh
P. Ramachandran,IND,0,Graduate Professional,42,"Rs 35,80,500  ~ 35 Lacs+","Rs 23,13,000  ~ 23 Lacs+",Andhra Pradesh
P.S.Ajay Kumar,CPI(ML)(L),3,Post Graduate,57,"Rs 12,58,000  ~ 12 Lacs+",Rs 0  ~,Andhra Pradesh
P.V. Parthasarathi,BJP,0,Post Graduate,48,"Rs 29,75,10,890  ~ 29 Crore+","Rs 6,23,28,052  ~ 6 Crore+",Andhra Pradesh
P.V. Srihari,IND,0,Doctorate,51,,,Andhra Pradesh
P.V.Midhun Reddy,YSRCP,3,Post Graduate,42,"Rs 66,50,85,701  ~ 66 Crore+","Rs 20,54,73,477  ~ 20 Crore+",Andhra Pradesh
Padchuri Radha Krishna,Radical Democrats Party,0,Graduate,40,"Rs 10,45,000  ~ 10 Lacs+",Rs 0  ~,Andhra Pradesh
Pakkala Suribabu,INC,1,Post Graduate,60,"Rs 7,45,37,563  ~ 7 Crore+","Rs 1,91,26,000  ~ 1 Crore+",Andhra Pradesh
Pallipattu. Abhinav Vishnu,Mundadugu Praja Party,0,Graduate Professional,27,"Rs 92,600  ~ 92 Thou+",Rs 0  ~,Andhra Pradesh
Panabaka Lakshmi,TDP,0,Doctorate,60,,,Andhra Pradesh
Panthagada Vijaya Chakravarthy,RPI(Khobragade),0,Post Graduate,65,"Rs 5,50,000  ~ 5 Lacs+",Rs 0  ~,Andhra Pradesh
Paravasthu Satya Gopinath Das,BJP,0,12th Pass,48,"Rs 39,39,990  ~ 39 Lacs+",Rs 0  ~,Andhra Pradesh
Pasupuleti Venkataramana,IND,0,Post Graduate,42,"Rs 5,95,000  ~ 5 Lacs+",Rs 0  ~,Andhra Pradesh
Pedada Ramanikumari,INC,0,Post Graduate,48,"Rs 11,79,36,000  ~ 11 Crore+",Rs 0  ~,Andhra Pradesh
Pedakala Varalakshmi,Pyramid Party of India,0,Graduate Professional,43,,,Andhra Pradesh
Peddimsetti Venkateswara Rao,Jana Jagruti Party,2,12th Pass,46,"Rs 2,37,42,000  ~ 2 Crore+",Rs 0  ~,Andhra Pradesh
Pentapati Rajesh,IND,0,Others,39,"Rs 50,000  ~ 50 Thou+","Rs 16,000  ~ 16 Thou+",Andhra Pradesh
Peram Siva Nageswara Rao,RPI(A),0,8th Pass,51,"Rs 3,20,00,000  ~ 3 Crore+","Rs 10,00,000  ~ 10 Lacs+",Andhra Pradesh
Perla Samba Murthy,BJP,0,Post Graduate,58,"Rs 37,51,99,993  ~ 37 Crore+","Rs 12,00,00,000  ~ 12 Crore+",Andhra Pradesh
Pocha Brahmananda Reddy,YSRCP,1,Post Graduate,60,,,Andhra Pradesh
Poluru Guruvaiah,IND,0,Illiterate,30,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Andhra Pradesh
Pothuru Rangaiah,IND,0,8th Pass,48,"Rs 15,09,000  ~ 15 Lacs+","Rs 1,30,000  ~ 1 Lacs+",Andhra Pradesh
Prasad Veera Potluri,YSRCP,1,Post Graduate,48,"Rs 3,47,76,16,326  ~ 347 Crore+","Rs 20,95,77,562  ~ 20 Crore+",Andhra Pradesh
Pula. Nagamaddilety,Ambedkar National Congress,0,10th Pass,40,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Andhra Pradesh
Pulapaka Raja Sekhar,IND,0,Graduate,41,,,Andhra Pradesh
Pydikondala Manikyala Rao,BJP,3,12th Pass,58,"Rs 2,23,92,505  ~ 2 Crore+","Rs 12,42,976  ~ 12 Lacs+",Andhra Pradesh
R. Udaya Gowri,IND,0,Illiterate,44,"Rs 61,10,000  ~ 61 Lacs+","Rs 55,43,000  ~ 55 Lacs+",Andhra Pradesh
Rajani Chelle,Jana Jagruti Party,0,Graduate,30,"Rs 2,61,767  ~ 2 Lacs+",Rs 0  ~,Andhra Pradesh
Ramamohan D.G.,IND,0,12th Pass,51,"Rs 4,47,500  ~ 4 Lacs+",Rs 0  ~,Andhra Pradesh
Ramarao Simhadri,Praja Shanthi Party,0,5th Pass,41,,,Andhra Pradesh
Rammohannaidu Kinjarapu,TDP,1,Post Graduate,32,"Rs 12,27,91,042  ~ 12 Crore+","Rs 1,20,00,000  ~ 1 Crore+",Andhra Pradesh
Ramu Naidu Yijurothu,IND,0,10th Pass,47,"Rs 1,00,000  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Rayapati Sambasiva Rao,TDP,0,Graduate,75,"Rs 43,79,40,180  ~ 43 Crore+","Rs 12,33,171  ~ 12 Lacs+",Andhra Pradesh
Reddyboina Prasanna Kumar,IND,0,5th Pass,50,"Rs 12,500  ~ 12 Thou+",Rs 0  ~,Andhra Pradesh
Revu Sudhakar,IND,0,10th Pass,34,,,Andhra Pradesh
Riyaz Dada Miya Shaik,IUML,0,10th Pass,32,"Rs 45,000  ~ 45 Thou+",Rs 0  ~,Andhra Pradesh
Roopa Rammohan Maganti,TDP,0,Graduate,45,"Rs 43,18,48,590  ~ 43 Crore+","Rs 32,48,74,000  ~ 32 Crore+",Andhra Pradesh
Ruddireddy Radhakrishna,AIFB,0,Others,38,"Rs 5,00,000  ~ 5 Lacs+","Rs 2,80,000  ~ 2 Lacs+",Andhra Pradesh
Ruthala Srirama Murthy,INC,0,Graduate Professional,49,"Rs 2,76,11,641  ~ 2 Crore+",Rs 0  ~,Andhra Pradesh
S. A. Indumathi,IND,0,Graduate Professional,42,,,Andhra Pradesh
S.Md. Shafath,Rayalaseema Rashtra Samithi,0,Graduate Professional,30,"Rs 50,00,000  ~ 50 Lacs+",Rs 0  ~,Andhra Pradesh
S.P.Y. Reddy,Janasena Party,1,Graduate,69,"Rs 33,37,60,526  ~ 33 Crore+","Rs 95,94,811  ~ 95 Lacs+",Andhra Pradesh
S.R.Anjaneyulu,IND,0,Post Graduate,35,"Rs 43,000  ~ 43 Thou+",Rs 0  ~,Andhra Pradesh
S.Ram Mohan,Pyramid Party of India,0,10th Pass,33,"Rs 89,797  ~ 89 Thou+",Rs 0  ~,Andhra Pradesh
Samudrala Chinna Kotaiah,National Dalitha Dhal Party,0,10th Pass,41,,,Andhra Pradesh
Sannapureddy Suresh Reddy,BJP,1,Graduate,58,"Rs 2,88,28,964  ~ 2 Crore+","Rs 7,00,000  ~ 7 Lacs+",Andhra Pradesh
Sanyasi Raju Pakalapati,BJP,0,Graduate,60,"Rs 12,51,55,000  ~ 12 Crore+","Rs 2,26,88,000  ~ 2 Crore+",Andhra Pradesh
Sarabandi Raju Sikhinam,Indian Labour Party (Ambedkar Phule),0,Post Graduate,35,"Rs 30,000  ~ 30 Thou+",Rs 0  ~,Andhra Pradesh
Sathi Veera Lakshmi,Pyramid Party of India,0,Illiterate,38,"Rs 30,000  ~ 30 Thou+",Rs 0  ~,Andhra Pradesh
Shaik Jaleel,Navarang Congress Party,0,5th Pass,43,,,Andhra Pradesh
Shaik Mahaboob Basha (Mabu),RPI(A),1,Graduate Professional,35,Nil,Rs 0  ~,Andhra Pradesh
Shaik Mastanvali,INC,1,Post Graduate,53,"Rs 6,28,06,111  ~ 6 Crore+",Rs 0  ~,Andhra Pradesh
Shaik Nayub Kamal,Janasena Party,0,12th Pass,50,"Rs 5,52,64,531  ~ 5 Crore+","Rs 54,68,120  ~ 54 Lacs+",Andhra Pradesh
Shruti Devi Vyricherla,INC,0,Graduate Professional,46,"Rs 2,35,92,023  ~ 2 Crore+",Rs 0  ~,Andhra Pradesh
Sidda Raghava Rao,TDP,0,Graduate,61,,,Andhra Pradesh
Siva Chandra Reddy Komma,Anna YSR Congress Party,0,Post Graduate,Unknown,"Rs 51,60,000  ~ 51 Lacs+","Rs 11,00,000  ~ 11 Lacs+",Andhra Pradesh
Siva Prasad Padala,Navarang Congress Party,0,10th Pass,62,"Rs 16,50,000  ~ 16 Lacs+",Rs 0  ~,Andhra Pradesh
Somanath Deshmukh,IND,0,10th Pass,50,"Rs 93,27,000  ~ 93 Lacs+","Rs 3,00,000  ~ 3 Lacs+",Andhra Pradesh
Sri Rama Chandra Singareddy,BJP,0,Graduate,50,"Rs 8,49,71,019  ~ 8 Crore+","Rs 1,58,86,451  ~ 1 Crore+",Andhra Pradesh
Sridhar Kotagiri,YSRCP,0,Graduate Professional,46,,,Andhra Pradesh
Srinivas Duvvada,YSRCP,13,Post Graduate,52,"Rs 5,28,21,196  ~ 5 Crore+","Rs 2,58,48,939  ~ 2 Crore+",Andhra Pradesh
Srinivas Kesineni,TDP,0,10th Pass,53,"Rs 80,81,52,415  ~ 80 Crore+","Rs 51,23,32,955  ~ 51 Crore+",Andhra Pradesh
Srinivasa Rao Sangisetti,Pyramid Party of India,0,Illiterate,50,"Rs 68,35,000  ~ 68 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Andhra Pradesh
Sunil Kumar Chalamalasetty,TDP,0,Post Graduate,49,"Rs 25,32,66,524  ~ 25 Crore+","Rs 1,83,10,000  ~ 1 Crore+",Andhra Pradesh
Surabhi Devasahayam,IUML,0,8th Pass,47,,,Andhra Pradesh
Suresh Babu Nandigam,YSRCP,0,8th Pass,43,"Rs 41,58,610  ~ 41 Lacs+","Rs 2,69,000  ~ 2 Lacs+",Andhra Pradesh
Swamula Subrahamanyam,Jana Jagruti Party,0,Graduate,50,"Rs 21,00,000  ~ 21 Lacs+","Rs 8,70,000  ~ 8 Lacs+",Andhra Pradesh
T. Beechupally,IND,0,Graduate,26,"Rs 1,92,000  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Taadi Veera Jagadeeshwari,Pyramid Party of India,0,5th Pass,65,"Rs 28,62,42,307  ~ 28 Crore+","Rs 3,18,680  ~ 3 Lacs+",Andhra Pradesh
Talari Rangaiah,YSRCP,1,Doctorate,48,,,Andhra Pradesh
Thoganti Sreenivasulu,BJP,0,Graduate Professional,44,"Rs 1,95,63,101  ~ 1 Crore+","Rs 29,20,000  ~ 29 Lacs+",Andhra Pradesh
Thumati Ravi,All Peoples Party,0,Post Graduate,46,"Rs 34,18,000  ~ 34 Lacs+",Rs 0  ~,Andhra Pradesh
Ullagi David Jayakumar,Hardam Manavtawadi Rashtriya Dal,0,Doctorate,61,"Rs 1,31,900  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Umar Basha Shaik,IND,0,Graduate Professional,29,"Rs 1,50,08,000  ~ 1 Crore+","Rs 20,00,000  ~ 20 Lacs+",Andhra Pradesh
V Siva Rama Krishna,Jana Jagruti Party,0,10th Pass,55,,,Andhra Pradesh
V.V. Lakshmi Narayana,Janasena Party,0,Post Graduate,53,"Rs 8,64,65,496  ~ 8 Crore+",Rs 0  ~,Andhra Pradesh
Vadde Kasinath,IND,0,Others,28,"Rs 10,54,611  ~ 10 Lacs+","Rs 3,50,000  ~ 3 Lacs+",Andhra Pradesh
Vadlamuri Krishna Swaroop,Dalita Bahujana Party,0,Post Graduate,46,"Rs 16,500  ~ 16 Thou+",Rs 0  ~,Andhra Pradesh
Valluru Venkateswara Rao,Pyramid Party of India,0,Graduate,78,"Rs 2,18,25,290  ~ 2 Crore+","Rs 12,00,000  ~ 12 Lacs+",Andhra Pradesh
Vampuru Gangulaiah,Janasena Party,3,10th Pass,49,,,Andhra Pradesh
Vanga Geetha Viswanatham,YSRCP,0,Post Graduate,55,"Rs 20,25,28,594  ~ 20 Crore+","Rs 3,44,16,878  ~ 3 Crore+",Andhra Pradesh
Vangala Parameswara Reddy.,IND,3,10th Pass,40,"Rs 23,00,000  ~ 23 Lacs+","Rs 25,00,000  ~ 25 Lacs+",Andhra Pradesh
Vasamsetty Venakta Ramana,AIFB,0,10th Pass,Unknown,"Rs 48,50,000  ~ 48 Lacs+","Rs 21,70,000  ~ 21 Lacs+",Andhra Pradesh
Venkata Sivarama Raju Vetukuri,TDP,1,Graduate,48,"Rs 6,09,40,339  ~ 6 Crore+",Rs 0  ~,Andhra Pradesh
Venkata Trindha Rao Veluri,IND,0,Graduate Professional,52,,,Andhra Pradesh
Venkatesan Baburao,India Praja Bandhu Party,0,Graduate,34,"Rs 8,50,000  ~ 8 Lacs+",Rs 0  ~,Andhra Pradesh
Venkatesh Vepuri,IND,0,10th Pass,32,"Rs 41,836  ~ 41 Thou+",Rs 0  ~,Andhra Pradesh
Venu Gopal Rachineni,IND,0,10th Pass,39,"Rs 31,00,000  ~ 31 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Andhra Pradesh
Venu Kollapu,IND,1,Graduate,41,"Rs 13,30,000  ~ 13 Lacs+","Rs 9,00,000  ~ 9 Lacs+",Andhra Pradesh
Vijaya Lakshmi Chalapaka,IND,0,Graduate,39,,,Andhra Pradesh
Viruvuru Sudhakar,Vishwa Jana Party,0,Graduate Professional,36,"Rs 11,17,000  ~ 11 Lacs+","Rs 5,00,000  ~ 5 Lacs+",Andhra Pradesh
Viswa Prasad Yadav Sankireddy,IND,0,Post Graduate,51,"Rs 41,65,000  ~ 41 Lacs+",Rs 0  ~,Andhra Pradesh
Vyricherla Kishore Chandra Suryanarayana Deo,TDP,0,Post Graduate,72,"Rs 6,57,29,020  ~ 6 Crore+",Rs 0  ~,Andhra Pradesh
Yalla Venkata Rama Mohana Rao,BJP,1,Graduate,46,"Rs 10,79,92,410  ~ 10 Crore+","Rs 1,84,24,937  ~ 1 Crore+",Andhra Pradesh
Yanamadala Venkata Suresh,IND,0,Graduate,50,,,Andhra Pradesh
Yarlagadda Rama Mohana Rao,Bahujan Maha Party,0,12th Pass,56,"Rs 1,00,86,000  ~ 1 Crore+",Rs 0  ~,Andhra Pradesh
Yeduguri Sandinti Avinash Reddy,YSRCP,4,Post Graduate,34,"Rs 18,69,69,794  ~ 18 Crore+","Rs 2,28,33,319  ~ 2 Crore+",Andhra Pradesh
Yella Rao Siyyadula,IND,0,12th Pass,37,"Rs 57,000  ~ 57 Thou+",Rs 0  ~,Andhra Pradesh
Yella Venugopal Rao,Nava Samaj Party,0,Post Graduate,63,"Rs 10,00,000  ~ 10 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Andhra Pradesh
Bandey Mili,JD(S),0,12th Pass,38,"Rs 1,27,20,974  ~ 1 Crore+",Rs 0  ~,Arunachal Pradesh
C. C. Singpho,IND,0,Graduate,68,"Rs 2,73,03,830  ~ 2 Crore+",Rs 0  ~,Arunachal Pradesh
Jarjum Ete,JD(S),0,Post Graduate,56,"Rs 3,82,65,000  ~ 3 Crore+",Rs 0  ~,Arunachal Pradesh
Jomin Nyokir Kara,AIFB,0,Graduate,38,"Rs 2,39,90,000  ~ 2 Crore+",Rs 0  ~,Arunachal Pradesh
Khyoda Apik,NPP,1,12th Pass,42,,,Arunachal Pradesh
Kiren Rijiju,BJP,0,Graduate Professional,47,"Rs 1,52,79,000  ~ 1 Crore+",Rs 0  ~,Arunachal Pradesh
Lowangcha Wanglat,INC,0,Graduate,69,"Rs 35,35,30,297  ~ 35 Crore+","Rs 41,68,771  ~ 41 Lacs+",Arunachal Pradesh
Mongol Yomso,Peoples Party of Arunachal,0,12th Pass,47,"Rs 1,04,52,925  ~ 1 Crore+",Rs 0  ~,Arunachal Pradesh
Nabam Tuki,INC,1,Graduate,51,"Rs 1,00,29,50,534  ~ 100 Crore+","Rs 20,49,55,775  ~ 20 Crore+",Arunachal Pradesh
Rumak Jomoh,IND,0,Graduate Professional,32,,,Arunachal Pradesh
Subu Kechi,Peoples Party of Arunachal,0,Graduate Professional,45,"Rs 19,55,000  ~ 19 Lacs+",Rs 0  ~,Arunachal Pradesh
Tapir Gao,BJP,0,Post Graduate,54,"Rs 13,66,28,259  ~ 13 Crore+",Rs 0  ~,Arunachal Pradesh
Abdul Aziz,NPP,0,Graduate,60,"Rs 35,94,488  ~ 35 Lacs+",Rs 0  ~,Assam
Abdul Khaleque,INC,0,Post Graduate,44,"Rs 73,98,753  ~ 73 Lacs+","Rs 27,03,693  ~ 27 Lacs+",Assam
Abu Taher Bepari,INC,1,Post Graduate,52,"Rs 3,73,95,652  ~ 3 Crore+","Rs 22,10,543  ~ 22 Lacs+",Assam
Ainul Haque,Asom Jana Morcha,0,10th Pass,36,"Rs 20,00,000  ~ 20 Lacs+",Rs 0  ~,Assam
Ajoy Kumar Sarkar,AIFB,0,12th Pass,64,,,Assam
Alakesh Roy,Hindusthan Nirman Dal,0,Graduate,39,"Rs 25,40,000  ~ 25 Lacs+",Rs 0  ~,Assam
Alimuddin Ahmed,IND,0,Post Graduate,47,"Rs 73,73,200  ~ 73 Lacs+","Rs 29,14,356  ~ 29 Lacs+",Assam
Amiya Kumar Handique,CPI(M),0,Post Graduate,65,"Rs 6,33,000  ~ 6 Lacs+",Rs 0  ~,Assam
Anamika Sarkar,IND,0,Post Graduate,43,"Rs 62,00,000  ~ 62 Lacs+",Rs 0  ~,Assam
Anil Borgohain,INC,0,10th Pass,51,,,Assam
Anup Pratim Borbaruah,NCP,0,Post Graduate,51,"Rs 5,47,573  ~ 5 Lacs+",Rs 0  ~,Assam
Anupam Singha,IND,0,12th Pass,34,"Rs 1,90,360  ~ 1 Lacs+",Rs 0  ~,Assam
Apurba Saikia,IND,0,Graduate,44,"Rs 6,13,735  ~ 6 Lacs+",Rs 0  ~,Assam
Arbin Kumar Boruah,IND,0,10th Pass,34,"Rs 58,57,886  ~ 58 Lacs+",Rs 0  ~,Assam
Arfan Ali,IND,0,12th Pass,37,,,Assam
Aroon Barooa,Purvanchal Janta Party (Secular),0,Post Graduate,62,"Rs 7,03,000  ~ 7 Lacs+",Rs 0  ~,Assam
Arup Kalita,CPI,0,Graduate Professional,51,"Rs 25,19,069  ~ 25 Lacs+",Rs 0  ~,Assam
Ashahak Ali Dewan,AITC,0,Graduate,65,"Rs 13,60,000  ~ 13 Lacs+",Rs 0  ~,Assam
Ashitava Dutta,IND,0,Post Graduate,44,"Rs 4,60,000  ~ 4 Lacs+","Rs 2,02,952  ~ 2 Lacs+",Assam
Ashutosh Bhattacharjee,IND,0,10th Pass,42,,,Assam
Azgor Ali,Purvanchal Janta Party (Secular),0,10th Pass,38,"Rs 9,50,000  ~ 9 Lacs+",Rs 0  ~,Assam
Badruddin Ajmal,AIUDF,7,Post Graduate,63,"Rs 78,80,64,044  ~ 78 Crore+","Rs 1,01,59,381  ~ 1 Crore+",Assam
Badrul Islam Barbhuiya,AIFB,0,Graduate,44,"Rs 26,36,943  ~ 26 Lacs+",Rs 0  ~,Assam
Bhaben Baruah,NPP,1,12th Pass,59,"Rs 1,73,39,652  ~ 1 Crore+",Rs 0  ~,Assam
Bhadreswar Barman,National Republican Congress,0,12th Pass,45,,,Assam
Bhubaneswar Kalita,INC,0,Post Graduate,67,"Rs 12,66,99,173  ~ 12 Crore+",Rs 0  ~,Assam
Bhupen Narah,Voters Party International,0,Post Graduate,56,"Rs 7,46,500  ~ 7 Lacs+",Rs 0  ~,Assam
Bijoy Kumar Tiru,IND,0,Graduate,68,"Rs 41,36,542  ~ 41 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Assam
Biraj Deka,CPI(M),0,Post Graduate,26,"Rs 15,33,900  ~ 15 Lacs+","Rs 2,48,000  ~ 2 Lacs+",Assam
Biren Singh Engti,INC,0,Post Graduate,76,,,Assam
Bobbeeta Sharma,INC,0,Post Graduate,52,"Rs 16,23,99,812  ~ 16 Crore+","Rs 1,75,91,733  ~ 1 Crore+",Assam
Chandan Das,AITC,0,12th Pass,27,"Rs 18,50,000  ~ 18 Lacs+",Rs 0  ~,Assam
Charan Iswary,Purvanchal Janta Party (Secular),0,10th Pass,39,"Rs 5,65,596  ~ 5 Lacs+","Rs 25,000  ~ 25 Thou+",Assam
Chitralekha Das,SUCI(C),0,Graduate Professional,64,"Rs 22,70,544  ~ 22 Lacs+",Rs 0  ~,Assam
Dilip Moran,Assam Dristi Party,0,12th Pass,52,,,Assam
Dr. Avijit Chakraborty,Bharatiya Gana Parishad,0,Graduate Professional,49,"Rs 12,71,260  ~ 12 Lacs+",Rs 0  ~,Assam
Dr. Faruk Ahmed Bhuyan,IND,0,Others,40,"Rs 92,72,500  ~ 92 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Assam
Dr. Titus Bhengra,Bahujan Mukti Party,0,Doctorate,60,"Rs 9,10,903  ~ 9 Lacs+",Rs 0  ~,Assam
Gandheswar Mochahari,Voters Party International,0,12th Pass,47,"Rs 11,50,000  ~ 11 Lacs+",Rs 0  ~,Assam
Gaurav Gogoi,INC,0,Post Graduate,36,,,Assam
Hem Kanta Miri,SUCI(C),0,Graduate Professional,37,"Rs 2,56,271  ~ 2 Lacs+",Rs 0  ~,Assam
Hiralal Rabidas,IND,0,8th Pass,43,"Rs 54,53,171  ~ 54 Lacs+",Rs 0  ~,Assam
Hitabrata Roy,AITC,0,Graduate Professional,76,"Rs 33,65,000  ~ 33 Lacs+",Rs 0  ~,Assam
Holiram Terang,Autonomous State Demand Committee,0,Graduate,61,"Rs 5,37,85,471  ~ 5 Crore+","Rs 50,00,000  ~ 50 Lacs+",Assam
Horen Sing Bey,BJP,2,Graduate,49,,,Assam
Israil Nanda,IND,0,10th Pass,62,"Rs 87,97,182  ~ 87 Lacs+","Rs 10,04,704  ~ 10 Lacs+",Assam
Jayanta Kumar Kalita,IND,0,Graduate,41,"Rs 41,60,000  ~ 41 Lacs+","Rs 1,55,000  ~ 1 Lacs+",Assam
Johirul Islam Khan,Purvanchal Janta Party (Secular),0,Graduate,36,"Rs 4,78,362  ~ 4 Lacs+",Rs 0  ~,Assam
Junmoni Devi Khaund,IND,0,Post Graduate,43,"Rs 34,42,70,772  ~ 34 Crore+","Rs 13,16,43,595  ~ 13 Crore+",Assam
Kamala Raj Konwar,NPP,0,10th Pass,60,,,Assam
Kanak Gogoi,CPI,0,Post Graduate,42,"Rs 23,894  ~ 23 Thou+",Rs 0  ~,Assam
Kazi Nekib Ahmed,IND,0,Graduate,60,"Rs 1,70,22,000  ~ 1 Crore+",Rs 0  ~,Assam
Kripanath Mallah,BJP,0,Graduate,46,"Rs 18,71,040  ~ 18 Lacs+",Rs 0  ~,Assam
Kumar Deepak Das,Asom Gana Parishad,1,Graduate Professional,66,"Rs 2,37,01,000  ~ 2 Crore+","Rs 10,32,000  ~ 10 Lacs+",Assam
Lienkhochon,NPP,0,8th Pass,39,,,Assam
M.G.V.K. Bhanu,INC,0,Post Graduate,60,"Rs 8,28,46,198  ~ 8 Crore+",Rs 0  ~,Assam
Mahendra Bhuyan,NCP,2,Graduate,67,"Rs 63,04,000  ~ 63 Lacs+",Rs 0  ~,Assam
Mahendra Orang,Voters Party International,0,10th Pass,41,"Rs 40,000  ~ 40 Thou+",Rs 0  ~,Assam
