Candidate Name,Party,Age,Gender,State,Constituency,Constituency_No
MAGUNTA SREENIVASULU REDDY,Telugu Desam,70,M,Andhra Pradesh,Ongole,16
DEVIREDDY BALANJANEYULU,Independent,41,M,Andhra Pradesh,Ongole,16
EDA SUDHAKARA REDDY,Indian National Congress,50,M,Andhra Pradesh,Ongole,16
DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,51,M,Andhra Pradesh,Ongole,16
PASAM VENKATESWARLU YADAV,Samajwadi Party,51,M,Andhra Pradesh,Ongole,16
K PAVAN KALYAN,Jatiya Jana Sena Party,33,M,Andhra Pradesh,Ongole,16
KOMMU YOHANU,Liberation Congress Party,33,M,Andhra Pradesh,Ongole,16
SURYA TEJA KOTA,Pyramid Party of India,33,M,Andhra Pradesh,Ongole,16
DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,50,M,Andhra Pradesh,Ongole,16
BONTHA RANGA REDDY,Independent,61,M,Andhra Pradesh,Ongole,16
BODDU KRANTHI KUMAR,Independent,33,M,Andhra Pradesh,Ongole,16
AKUMALLA MALLIKARJUNA REDDY,Independent,35,M,Andhra Pradesh,Ongole,16
BUCHI EDUKONDALU,Independent,41,M,Andhra Pradesh,Ongole,16
CHANDINI REDDY VAKATI,Liberation Congress Party,28,F,Andhra Pradesh,Nandyal,17
YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,48,M,Andhra Pradesh,Nandyal,17
C SURENDRA NATHA REDDY,Independent,60,M,Andhra Pradesh,Nandyal,17
GOGULA SUGUNAMMA,Jai Maha Bharath Party,43,F,Andhra Pradesh,Nandyal,17
U P MUNI REDDY,Independent,68,M,Andhra Pradesh,Nandyal,17
BHUMA VEERA BHADRA REDDY,Navarang Congress Party,55,M,Andhra Pradesh,Nandyal,17
HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,53,M,Andhra Pradesh,Nandyal,17
BUSHAKU MAHESWARA REDDY,Independent,50,M,Andhra Pradesh,Nandyal,17
PANDU RANGA YADAV SIDDAPU,Samajwadi Party,44,M,Andhra Pradesh,Nandyal,17
J LAKSHMI NARASIMHA YADAV,Indian National Congress,38,M,Andhra Pradesh,Nandyal,17
UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,38,M,Andhra Pradesh,Nandyal,17
KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,51,M,Andhra Pradesh,Nandyal,17
NAGESWARA RAO,Independent,66,M,Andhra Pradesh,Nandyal,17
DR BYREDDY SHABARI,Telugu Desam,40,F,Andhra Pradesh,Nandyal,17
GAJULA SHALIMIYA,Anna YSR Congress Party,42,M,Andhra Pradesh,Nandyal,17
P GURUVAIAH,Independent,51,M,Andhra Pradesh,Nandyal,17
GAGGERA VENKATA RAMANAIAH,Independent,41,M,Andhra Pradesh,Nandyal,17
E ANIL KUMAR,Independent,37,M,Andhra Pradesh,Nandyal,17
BRAHMANANDA REDDY K,Independent,57,M,Andhra Pradesh,Nandyal,17
KUNUKUNTLA RAMUDU,Independent,43,M,Andhra Pradesh,Nandyal,17
POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,66,M,Andhra Pradesh,Nandyal,17
I V PAKKIR REDDY,Independent,75,M,Andhra Pradesh,Nandyal,17
B C RAMANADHA AREDDY,Independent,58,M,Andhra Pradesh,Nandyal,17
BELLAMKONDA SREENIVASULU,Independent,46,M,Andhra Pradesh,Nandyal,17
V MADHUSUDHANA REDDY,Independent,40,M,Andhra Pradesh,Nandyal,17
A CHINNA MOULALI,Bahujan Samaj Party,43,M,Andhra Pradesh,Nandyal,17
DUMAVATH SWAMY NAIK,Independent,52,M,Andhra Pradesh,Nandyal,17
KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,57,M,Andhra Pradesh,Nandyal,17
VIJAYA BHASKAR REDDYPOGU,Independent,44,M,Andhra Pradesh,Nandyal,17
BALIJA SHIVA KUMAR,Independent,48,M,Andhra Pradesh,Nandyal,17
CH P MALLESWARUDU,Independent,69,M,Andhra Pradesh,Nandyal,17
SUNKARA SREEDHAR,Jai Bharat National Party,38,M,Andhra Pradesh,Kurnoolu,18
JAHANGIR AHMED,Social Democratic Party Of India,37,M,Andhra Pradesh,Kurnoolu,18
PAGADALA KODANDA,Independent,52,M,Andhra Pradesh,Kurnoolu,18
BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,45,M,Andhra Pradesh,Kurnoolu,18
BOYA SURESH,Independent,30,M,Andhra Pradesh,Kurnoolu,18
DEVARAPOGU MADDILETY,Independent,50,M,Andhra Pradesh,Kurnoolu,18
P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,56,M,Andhra Pradesh,Kurnoolu,18
PRAKASH REDDY RALAMPADU,Independent,41,M,Andhra Pradesh,Kurnoolu,18
DR. REDDYPOGU PRAVEEN KUMAR,Independent,42,M,Andhra Pradesh,Kurnoolu,18
MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,50,M,Andhra Pradesh,Kurnoolu,18
ABDUL SATTAR  A.S.R,Anna YSR Congress Party,42,M,Andhra Pradesh,Kurnoolu,18
VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,35,M,Andhra Pradesh,Kurnoolu,18
B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,57,M,Andhra Pradesh,Kurnoolu,18
AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,40,M,Andhra Pradesh,Kurnoolu,18
TARIGOPULA RAJABABU,All Peoples Party,52,M,Andhra Pradesh,Kurnoolu,18
URUKUNDU VADDE,Independent,34,M,Andhra Pradesh,Kurnoolu,18
VIJAYA BHASKAR .REDDYPOGU,Independent,44,M,Andhra Pradesh,Kurnoolu,18
MALLEPOGU NAGANNA,Socialist Unity Centre Of India (COMMUNIST),70,M,Andhra Pradesh,Kurnoolu,18
T. BEECHUPALLI,Independent,31,M,Andhra Pradesh,Kurnoolu,18
M.SURENDRA,Pyramid Party of India,38,M,Andhra Pradesh,Ananthapur,19
MALAGUNDLA SANKAR NARAYANA,Yuvajana Sramika Rythu Congress Party,59,M,Andhra Pradesh,Ananthapur,19
BANASI NARAYANAPPA,Bahujan Samaj Party,48,M,Andhra Pradesh,Ananthapur,19
RAMAVTH CHINNA RAMAPPA NAIK,Jaibhim Rao Bharat Party,37,M,Andhra Pradesh,Ananthapur,19
DURGA PRASAD D BYATARAYANAJI,Challengers Party,58,M,Andhra Pradesh,Ananthapur,19
VADLA KESAVAIAH,Independent,68,M,Andhra Pradesh,Ananthapur,19
V.MURALI PRASAD REDDY,Independent,53,M,Andhra Pradesh,Ananthapur,19
AMBICA G LAKSHMINARAYANA VALMIKI,Telugu Desam,60,M,Andhra Pradesh,Ananthapur,19
U.C.VENKATASUBBAIAH,Jaathia Chethi Vruthula Ikya Vedika Party,59,M,Andhra Pradesh,Ananthapur,19
MALLIKARJUNA VAJJALA,Indian National Congress,61,M,Andhra Pradesh,Ananthapur,19
KURUBA MALLIKARJUNA.S.,All India Kisan Janatha party,37,M,Andhra Pradesh,Ananthapur,19
B.RAGHAVENDRA PRASAD,Independent,33,M,Andhra Pradesh,Ananthapur,19
KETHIREDDY RAGHUNATHAREDDY,Independent,48,M,Andhra Pradesh,Ananthapur,19
DR.NALLANI RAMESH NAIDU,Andhra Rastra Praja Samithi,44,M,Andhra Pradesh,Ananthapur,19
LOKANATH GOWD SURAGOWINI,Independent,40,M,Andhra Pradesh,Ananthapur,19
SHAIK.NIZAM,Samajwadi Party,44,M,Andhra Pradesh,Ananthapur,19
G.V.RAMANA REDDY,Independent,59,M,Andhra Pradesh,Ananthapur,19
SRINIVASA RAJU.O,Bhartiya Panchyat Party,35,M,Andhra Pradesh,Ananthapur,19
P.CHOWDESWARI,Independent,38,F,Andhra Pradesh,Ananthapur,19
B.NAGAMUTHYALU,Socialist Unity Centre Of India (COMMUNIST),42,M,Andhra Pradesh,Ananthapur,19
SREERANGARAJULA GOPINATH ROYAL,Independent,33,M,Andhra Pradesh,Ananthapur,19
PRATHAP REDDY GORLA,Independent,46,M,Andhra Pradesh,Hindupur,20
H D HANUMANTHE GOWD,Independent,44,M,Andhra Pradesh,Hindupur,20
S N SURESH,Independent,46,M,Andhra Pradesh,Hindupur,20
B K PARTHASARATHI,Telugu Desam,64,M,Andhra Pradesh,Hindupur,20
T SUDHAKAR REDDY,Independent,46,M,Andhra Pradesh,Hindupur,20
BUDILI DHANUNJAYA,National Nava Kranthi Party,36,M,Andhra Pradesh,Hindupur,20
B A SAMAD SHAHEEN,Indian National Congress,60,M,Andhra Pradesh,Hindupur,20
BHAGYA R S,Bahujan Samaj Party,29,F,Andhra Pradesh,Hindupur,20
J SHANTHA,Yuvajana Sramika Rythu Congress Party,51,F,Andhra Pradesh,Hindupur,20
DASAGANIPALLI KULLAYAPPA,Independent,40,M,Andhra Pradesh,Hindupur,20
ANJINAPPA GARI SREENIVASULU,Revolutionary Socialist Party,55,M,Andhra Pradesh,Hindupur,20
S RAGHUNATHA REDDY,Independent,30,M,Andhra Pradesh,Hindupur,20
ASHOK,Socialist Unity Centre Of India (COMMUNIST),32,M,Andhra Pradesh,Hindupur,20
PALLE RAMESH,Jaibhim Rao Bharat Party,40,M,Andhra Pradesh,Kadapa,21
PANDITI. GURAPPA.,Bahujan Samaj Party,53,M,Andhra Pradesh,Kadapa,21
KAKARLA SHANMUKHA REDDY,Independent,34,M,Andhra Pradesh,Kadapa,21
ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc,45,M,Andhra Pradesh,Kadapa,21
CHINNAPUREDDY GOPALA KRISHNA REDDY,Independent,49,M,Andhra Pradesh,Kadapa,21
CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam,37,M,Andhra Pradesh,Kadapa,21
MALIKIREDDY. HANUMANTHA REDDY,Jana Sahayaka Sakthi,44,M,Andhra Pradesh,Kadapa,21
VENU GOPAL RACHINENI,Rashtriya Praja Congress  (Secular),43,M,Andhra Pradesh,Kadapa,21
Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party,39,M,Andhra Pradesh,Kadapa,21
L. KHAJA HUSSAIN,Independent,42,M,Andhra Pradesh,Kadapa,21
Y.S. SHARMILA REDDY,Indian National Congress,50,F,Andhra Pradesh,Kadapa,21
KUNCHAM. VENKATA SUBBA REDDY,Independent,58,M,Andhra Pradesh,Kadapa,21
KUNCHAM. VENKATA SUBBA REDDY,Rayalaseema Rashtra Samithi,58,M,Andhra Pradesh,Kadapa,21
J. V. RAMANA,Jaathia Chethi Vruthula Ikya Vedika Party,62,M,Andhra Pradesh,Kadapa,21
CHAN BASHA. S,Anna YSR Congress Party,50,M,Andhra Pradesh,Kadapa,21
VIVEKA MANNEPALLI,Revolutionary Socialist Party,34,M,Andhra Pradesh,Nellore,22
VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,66,M,Andhra Pradesh,Nellore,22
TALARI VENKATAIAH,Jaibhim Rao Bharat Party,72,M,Andhra Pradesh,Nellore,22
NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,37,M,Andhra Pradesh,Nellore,22
GAJULA SOMA SEKHAR,Jai Bharat National Party,28,M,Andhra Pradesh,Nellore,22
PRABHAKAR REDDY VEMIREDDY,Telugu Desam,68,M,Andhra Pradesh,Nellore,22
VENUMBAKA SUNANDA REDDY,Independent,62,F,Andhra Pradesh,Nellore,22
PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),51,M,Andhra Pradesh,Nellore,22
MALLEPALLY RAGHU,Navarang Congress Party,49,M,Andhra Pradesh,Nellore,22
SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,49,M,Andhra Pradesh,Nellore,22
BHASKAR NASINA,Bahujan Samaj Party,70,M,Andhra Pradesh,Nellore,22
SHAIK SHAFI AHMED,All India Forward Bloc,53,M,Andhra Pradesh,Nellore,22
KOPPALA RAGHU,Independent,38,M,Andhra Pradesh,Nellore,22
KOPPULA RAJU,Indian National Congress,67,M,Andhra Pradesh,Nellore,22
SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),40,M,Andhra Pradesh,Nellore,22
C. PUNYAMURTHY,Independent,50,M,Andhra Pradesh,Thirupathi(SC),23
K. JEEVARATHNAM,Independent,38,M,Andhra Pradesh,Thirupathi(SC),23
ALLAM.RAJA,Independent,61,M,Andhra Pradesh,Thirupathi(SC),23
PRASAD PATIBANDLA,Independent,40,M,Andhra Pradesh,Thirupathi(SC),23
C. PUNYAMURTHY,United Republican Party of India,50,M,Andhra Pradesh,Thirupathi(SC),23
GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,38,M,Andhra Pradesh,Thirupathi(SC),23
A. VARAPRASAD,Jatiya Jana Sena Party,51,M,Andhra Pradesh,Thirupathi(SC),23
KARRA SIVA,Pyramid Party of India,34,M,Andhra Pradesh,Thirupathi(SC),23
VELURU. THEJOVATHI,Samajwadi Party,41,F,Andhra Pradesh,Thirupathi(SC),23
PENUMURU. GURAPPA,Bahujan Samaj Party,66,M,Andhra Pradesh,Thirupathi(SC),23
VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,71,M,Andhra Pradesh,Thirupathi(SC),23
SYAMDHAN KURAPATI,Aihra National Party,53,M,Andhra Pradesh,Thirupathi(SC),23
Y. MAHESH,Independent,26,M,Andhra Pradesh,Thirupathi(SC),23
VIJAYA KUMAR.G,Independent,46,M,Andhra Pradesh,Thirupathi(SC),23
B. BHARANI BAS,Ambedkar National Congress,45,M,Andhra Pradesh,Thirupathi(SC),23
DASARI. GOWTHAM,Independent,28,M,Andhra Pradesh,Thirupathi(SC),23
ANJAIAH.P,Republican Party of India (A),59,M,Andhra Pradesh,Thirupathi(SC),23
KATTAMANCHI. PRABHAKAR,Independent,53,M,Andhra Pradesh,Thirupathi(SC),23
A. MADHU,Jai Hindustan Party,31,M,Andhra Pradesh,Thirupathi(SC),23
C. DAVID,Indian Believers Party (IBP),43,M,Andhra Pradesh,Thirupathi(SC),23
VIJAY KUMAR G.SRKR,Liberation Congress Party,61,M,Andhra Pradesh,Thirupathi(SC),23
M UMADEVI,Janata Congress,36,F,Andhra Pradesh,Thirupathi(SC),23
V.C. NAVEEN GUPTA,Independent,46,M,Andhra Pradesh,Thirupathi(SC),23
CHINTA MOHAN,Indian National Congress,69,M,Andhra Pradesh,Thirupathi(SC),23
CHOUDVARAM SUBBANARASAIAH,Independent,26,M,Andhra Pradesh,Rajampet,24
PULI SREENIVASULU,Independent,44,M,Andhra Pradesh,Rajampet,24
POOLA REDDY SEKHAR,Independent,71,M,Andhra Pradesh,Rajampet,24
SHAIK BASHEED,Indian National Congress,38,M,Andhra Pradesh,Rajampet,24
SREENIVASULU MARRIPATI,Independent,50,M,Andhra Pradesh,Rajampet,24
MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,30,M,Andhra Pradesh,Rajampet,24
NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,63,M,Andhra Pradesh,Rajampet,24
P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,48,M,Andhra Pradesh,Rajampet,24
PRADEEP PENAMADU,All India Forward Bloc,40,M,Andhra Pradesh,Rajampet,24
NAGARAJU JETTI,Independent,26,M,Andhra Pradesh,Rajampet,24
AKBAR M BASHA,Anna YSR Congress Party,65,M,Andhra Pradesh,Rajampet,24
MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,35,M,Andhra Pradesh,Rajampet,24
ABBAVARAM UGENDRA,Bahujan Samaj Party,44,M,Andhra Pradesh,Rajampet,24
BATTHALA RAMANAIAH,Jai Bharat National Party,49,M,Andhra Pradesh,Rajampet,24
KASTURI OBAIAH NAIDU,Independent,69,M,Andhra Pradesh,Rajampet,24
SANGARAJU NAGESWARA RAJU,Independent,37,M,Andhra Pradesh,Rajampet,24
DODDAPANENI RAJA NAIDU,Independent,25,M,Andhra Pradesh,Rajampet,24
ASADI VENKATADRI,Independent,62,M,Andhra Pradesh,Rajampet,24
D.MAHESH,Independent,36,M,Andhra Pradesh,Chittoor(SC),25
MOTUKUR JAGAPATHI,Indian National Congress,48,M,Andhra Pradesh,Chittoor(SC),25
DAGGUMALLA PRASADA RAO,Telugu Desam,62,M,Andhra Pradesh,Chittoor(SC),25
BANDAPALLI RAMESH,Independent,37,M,Andhra Pradesh,Chittoor(SC),25
YUGANDAR . KONDA,Independent,36,M,Andhra Pradesh,Chittoor(SC),25
N.CHANDRABABU,Independent,40,M,Andhra Pradesh,Chittoor(SC),25
PETA.MOHAN .,Independent,35,M,Andhra Pradesh,Chittoor(SC),25
C.SUDHAKAR,Independent,48,M,Andhra Pradesh,Chittoor(SC),25
N.BHUPATHI,Independent,33,M,Andhra Pradesh,Chittoor(SC),25
A. PURNA CHANDRA,Independent,37,M,Andhra Pradesh,Chittoor(SC),25
PALLIPATTU.ABHINAV VISHNU,Samajwadi Party,32,M,Andhra Pradesh,Chittoor(SC),25
N.GANGAIAH .,Independent,34,M,Andhra Pradesh,Chittoor(SC),25
P.MADHU,Independent,34,M,Andhra Pradesh,Chittoor(SC),25
MADASI SUDHARSHAN,Independent,32,M,Andhra Pradesh,Chittoor(SC),25
T NARESH,Independent,30,M,Andhra Pradesh,Chittoor(SC),25
THOGURU VIJAYA KUMAR,Bahujan Samaj Party,64,M,Andhra Pradesh,Chittoor(SC),25
K.MUNI KRISHNA,Independent,35,M,Andhra Pradesh,Chittoor(SC),25
P.JANAKI RAMA RAO ( BABU),National Maha Sabha Party,52,M,Andhra Pradesh,Chittoor(SC),25
REDDEPPA.N .,Yuvajana Sramika Rythu Congress Party,73,M,Andhra Pradesh,Chittoor(SC),25
RUHI TAGUNG,Independent,53,M,Arunachal Pradesh,Arunachal West,1
TANIA JUNE,Independent,36,M,Arunachal Pradesh,Arunachal West,1
BIMPAK SIGA,Independent,41,M,Arunachal Pradesh,Arunachal West,1
TOKO SHEETAL,Gana Suraksha Party,43,F,Arunachal Pradesh,Arunachal West,1
NABAM TUKI,Indian National Congress,56,M,Arunachal Pradesh,Arunachal West,1
KIREN RIJIJU,Bharatiya Janata Party,53,M,Arunachal Pradesh,Arunachal West,1
TECHI RANA,Independent,28,M,Arunachal Pradesh,Arunachal West,1
LEKI NORBU,Independent,38,M,Arunachal Pradesh,Arunachal West,1
TAMAT GAMOH,Independent,55,M,Arunachal Pradesh,Arunachal East,2
BANDEY MILI,Arunachal Democratic Party,43,M,Arunachal Pradesh,Arunachal East,2
SOTAI KRI,Independent,54,M,Arunachal Pradesh,Arunachal East,2
OMAK NITIK,Independent,30,M,Arunachal Pradesh,Arunachal East,2
BOSIRAM SIRAM,Indian National Congress,57,M,Arunachal Pradesh,Arunachal East,2
TAPIR GAO,Bharatiya Janata Party,59,M,Arunachal Pradesh,Arunachal East,2
PANKAJ ISLARY,Independent,58,M,Assam,Kokrajhar,1
BINITA DEKA,Gana Suraksha Party,38,F,Assam,Kokrajhar,1
KAMPA BORGOYARI,Bodoland Peoples Front,58,M,Assam,Kokrajhar,1
TRIPTINA RABHA,Independent,30,F,Assam,Kokrajhar,1
JOYANTA BASUMATARY,"United Peopleâs Party, Liberal",48,M,Assam,Kokrajhar,1
GAURI SANKAR SARANIA,All India Trinamool Congress,59,M,Assam,Kokrajhar,1
PRITHVIRAJ NARAYAN DEV MECH,Independent,26,M,Assam,Kokrajhar,1
AJOY NARZARY,Independent,53,M,Assam,Kokrajhar,1
GARJAN MASHAHARY,Indian National Congress,49,M,Assam,Kokrajhar,1
JYOTISH KUMAR DAS,Independent,46,M,Assam,Kokrajhar,1
RANJAY KR BRAHMA,Independent,35,M,Assam,Kokrajhar,1
LALIT PEGU,Voters Party  International,42,M,Assam,Kokrajhar,1
BISWAJIT RAY,Independent,50,M,Assam,Dhubri,2
RADHARANI BISWAS,Hindu Samaj Party,48,F,Assam,Dhubri,2
S. M. JIAUL HAQUE,Bharatiya Gana Parishad,53,M,Assam,Dhubri,2
ALAKESH ROY,Independent,44,M,Assam,Dhubri,2
RAKIBUL HUSSAIN,Indian National Congress,59,M,Assam,Dhubri,2
ZABED ISLAM,Asom Gana Parishad,55,M,Assam,Dhubri,2
REJAUL KARIM,Republican Party of India (Athawale),40,M,Assam,Dhubri,2
TAHIDUR RAHMAN,Voters Party  International,44,M,Assam,Dhubri,2
MOHAMMED BADRUDDIN AJMAL,All India United Democratic Front,68,M,Assam,Dhubri,2
SHUKUR ALI,Asom Jana Morcha,30,M,Assam,Dhubri,2
SURAT ZAMAN MONDAL,Socialist Unity Centre Of India (COMMUNIST),69,M,Assam,Dhubri,2
FARUK KHAN,Independent,47,M,Assam,Dhubri,2
HAFIZ BURHANUDDIN,The National Road Map Party of India,62,M,Assam,Dhubri,2
SAMEJ UDDIN,Bodoland Peoples Front,46,M,Assam,Barpeta,3
DEWAN MOHIBUL ISLAM,Independent,26,M,Assam,Barpeta,3
MATIAR RAHMAN,Independent,40,M,Assam,Barpeta,3
ABUL KALAM AZAD,All India Trinamool Congress,59,M,Assam,Barpeta,3
JAGANNATH RAY,Independent,54,M,Assam,Barpeta,3
MANORANJAN TALUKDAR,Communist Party of India  (Marxist),70,M,Assam,Barpeta,3
ABUBAKKAR SIDDIQUE,Rashtriya Ulama Council,51,M,Assam,Barpeta,3
AYNAL HAQUE,Independent,52,M,Assam,Barpeta,3
AMZAD ALI,Republican Party of India (Athawale),37,M,Assam,Barpeta,3
CHITRALEKHA DAS,Socialist Unity Centre Of India (COMMUNIST),67,F,Assam,Barpeta,3
SHAJAHAN ALI KHAN,Voters Party  International,46,M,Assam,Barpeta,3
PHANI BHUSAN CHOUDHURY,Asom Gana Parishad,72,M,Assam,Barpeta,3
DEEP BAYAN,Indian National Congress,50,M,Assam,Barpeta,3
DULU AHMED,Independent,49,M,Assam,Barpeta,3
DANIEL MARDI,Independent,37,M,Assam,Darrang-Udalguri,4
ABDUL HAMED,Rashtriya Ulama Council,28,M,Assam,Darrang-Udalguri,4
AROON BAROOA,Bharatheeya Jawan Kisan Party,67,M,Assam,Darrang-Udalguri,4
DILIP SAIKIA,Bharatiya Janata Party,50,M,Assam,Darrang-Udalguri,4
BIREN BASAK,Bharatiya Gana Parishad,50,M,Assam,Darrang-Udalguri,4
SWARNA DEVI,Gana Suraksha Party,48,F,Assam,Darrang-Udalguri,4
MADHAB RAJBANGSHI,Indian National Congress,67,M,Assam,Darrang-Udalguri,4
ABUL KASEM,Republican Party of India (Athawale),72,M,Assam,Darrang-Udalguri,4
JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),54,M,Assam,Darrang-Udalguri,4
DURGADAS BORO,Bodoland Peoples Front,65,M,Assam,Darrang-Udalguri,4
LALIT PEGU,Voters Party  International,42,M,Assam,Darrang-Udalguri,4
BIJULI KALITA  MEDHI,Bharatiya Janata Party,45,F,Assam,Guwahati,5
SHEJON GOYARY,Bahujan Maha Party,41,M,Assam,Guwahati,5
SAMAD CHOUDHURY,Bharatiya Gana Parishad,63,M,Assam,Guwahati,5
KAZI NEKIB  AHMED,Independent,65,M,Assam,Guwahati,5
COLONEL GOKUL CHANDRA SINGHA,Independent,71,M,Assam,Guwahati,5
DIPAK KR BORO,Voters Party  International,41,M,Assam,Guwahati,5
AMITABH SARMA,Ekam Sanatan Bharat Dal,34,M,Assam,Guwahati,5
MIRA BORTHAKUR GOSWAMI,Indian National Congress,51,F,Assam,Guwahati,5
JOTSON BEY,Autonomous State Demand Committee,62,M,Assam,Diphu,6
JOHN BARNARD SANGMA,Gana Suraksha Party,75,M,Assam,Diphu,6
AMARSING TISSO,Bharatiya Janata Party,56,M,Assam,Diphu,6
JOY RAM ENGLENG,Indian National Congress,64,M,Assam,Diphu,6
J. I. KATHAR,Independent,73,M,Assam,Diphu,6
MUZAKKIR HASAN LASKAR,Independent,33,M,Assam,Karimganj,7
ALIM UDDIN MAZUMDER,Independent,55,M,Assam,Karimganj,7
AHAD UDDIN,Rashtriya Ulama Council,38,M,Assam,Karimganj,7
MD. NAZRUL ISLAM LASKAR,Independent,66,M,Assam,Karimganj,7
ROSID AHMED LASKAR,Independent,57,M,Assam,Karimganj,7
JIBESH DEB,Independent,56,M,Assam,Karimganj,7
DEBOJYOTI NATH,Independent,51,M,Assam,Karimganj,7
ABDUL KALAM MAZUMDER,Independent,39,M,Assam,Karimganj,7
DEBASHISH GHOSH,Bangali Nabanirman Sena,36,M,Assam,Karimganj,7
ABDUL BASIT TAPADAR,Independent,53,M,Assam,Karimganj,7
ABDUS  SUBHAN TAPADAR,Independent,41,M,Assam,Karimganj,7
SAHEL AHMED,Independent,29,M,Assam,Karimganj,7
HAFIZ RASHID AHMED CHOUDHURY,Indian National Congress,71,M,Assam,Karimganj,7
RASHID AHMED CHOUDHURY,Independent,36,M,Assam,Karimganj,7
GOPAL CHANDRA PAUL,Independent,64,M,Assam,Karimganj,7
SAFIKUR RAHMAN HAZARI,Independent,51,M,Assam,Karimganj,7
ROKIBUL HUSSAIN CHOUDHURY,Independent,37,M,Assam,Karimganj,7
ABDUL HAMEED,Independent,59,M,Assam,Karimganj,7
ABDUL GOFFAR TALUKDAR,Independent,43,M,Assam,Karimganj,7
KRIPANATH MALLAH,Bharatiya Janata Party,50,M,Assam,Karimganj,7
SAHABUL ISLAM CHOUDHURY,All India United Democratic Front,55,M,Assam,Karimganj,7
BINAY KRISHNA ROY,Independent,61,M,Assam,Karimganj,7
DILIP KUMAR,Independent,52,M,Assam,Karimganj,7
PRAJJWAL SUDIP DEB,Socialist Unity Centre Of India (COMMUNIST),51,M,Assam,Karimganj,7
RAJIB DAS,Bahujan Maha Party,46,M,Assam,Silchar,8
ANANTA MOHAN ROY,Independent,67,M,Assam,Silchar,8
SURYA KANTA SARKAR,Indian National Congress,51,M,Assam,Silchar,8
PARIMAL SUKLABAIDYA,Bharatiya Janata Party,66,M,Assam,Silchar,8
BARINDRA KUMAR DAS,Bangali Nabanirman Sena,54,M,Assam,Silchar,8
PROBASH CHANDRA SARKAR,Socialist Unity Centre Of India (COMMUNIST),51,M,Assam,Silchar,8
RAJU DAS,Independent,48,M,Assam,Silchar,8
RADHESHYAM BISWAS,All India Trinamool Congress,70,M,Assam,Silchar,8
ABU SHAMA,Independent,42,M,Assam,Nagaon,9
NIKHIL DEKARAJA,Independent,49,M,Assam,Nagaon,9
SAMSUL ALAM,Independent,40,M,Assam,Nagaon,9
AMINUL ISLAM,All India United Democratic Front,52,M,Assam,Nagaon,9
SANTANU MUKHERJEE,Bharatiya Gana Parishad,49,M,Assam,Nagaon,9
BIPAD BHANJAN SARKAR,Independent,58,M,Assam,Nagaon,9
RABBUL HAQUE,Rashtriya Ulama Council,47,M,Assam,Nagaon,9
PRADYUT BORDOLOI,Indian National Congress,64,M,Assam,Nagaon,9
SURESH BORAH,Bharatiya Janata Party,52,M,Assam,Nagaon,9
ABU EUSUF MD RAIHAN UDDIN,Independent,32,M,Assam,Nagaon,9
ANUPAM BARUAH,Jai Prakash Janata Dal,49,M,Assam,Nagaon,9
SIKHA SARMA,Independent,56,F,Assam,Nagaon,9
SAIFUL ISLAM CHOUDHURY,Asom Jana Morcha,57,M,Assam,Nagaon,9
SALEH AHMED MAZUMDAR,Republican Party of India (Athawale),28,M,Assam,Kaziranga,10
ANIMA DEKA GUPTA,Voters Party  International,53,F,Assam,Kaziranga,10
SALIM AHMED,Asom Jana Morcha,45,M,Assam,Kaziranga,10
TRIDIV JYOTI BHUYAN,Independent,62,M,Assam,Kaziranga,10
JYOTISKA RANJAN GOSWAMI,Independent,44,M,Assam,Kaziranga,10
ABDUL HOQUE,Independent,53,M,Assam,Kaziranga,10
DILUWARA BEGUM CHOWDHURY,Independent,43,F,Assam,Kaziranga,10
