Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
Siddharth Gadiji Patil,Peoples Party of India (Democratic),0,10th Pass,58,"Rs 43,35,000  ~ 43 Lacs+",Rs 0  ~,Maharashtra
Siddheshwaranand Saraswati,IND,0,Post Graduate,44,"Rs 1,46,56,169  ~ 1 Crore+","Rs 94,95,074  ~ 94 Lacs+",Maharashtra
Siddik Ibrahim Baudiwale Alias Golabhai,All India Majlis-E-Ittehadul Muslimeen,0,5th Pass,45,"Rs 14,29,826  ~ 14 Lacs+",Rs 0  ~,Maharashtra
Sitapure Vinod Dilip,IND,0,10th Pass,49,,,Maharashtra
Sitaram Vitthal Randive,IND,0,Post Graduate,37,"Rs 48,41,500  ~ 48 Lacs+",Rs 0  ~,Maharashtra
Smita Uday Wagh,BJP,0,Graduate,56,"Rs 8,74,77,424  ~ 8 Crore+","Rs 1,85,76,577  ~ 1 Crore+",Maharashtra
Somnath Nanasaheb Kamble,IND,0,Graduate,30,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Maharashtra
Sonali Ashok Gangawane,IND,0,12th Pass,38,"Rs 88,25,078  ~ 88 Lacs+",Rs 0  ~,Maharashtra
Sonali Sanjay Meshram,IND,0,12th Pass,37,,,Maharashtra
Sopan Nivrutti Somwanshi,IND,1,Others,39,"Rs 2,47,953  ~ 2 Lacs+","Rs 2,40,000  ~ 2 Lacs+",Maharashtra
Subash Kashinath Sarode,IND,0,10th Pass,52,"Rs 83,20,000  ~ 83 Lacs+",Rs 0  ~,Maharashtra
Subhash Dattarav Javle,IND,2,Graduate,67,"Rs 2,77,96,920  ~ 2 Crore+","Rs 5,71,405  ~ 5 Lacs+",Maharashtra
Subhash Lokhande,IND,0,Graduate,51,"Rs 2,19,76,785  ~ 2 Crore+","Rs 49,72,800  ~ 49 Lacs+",Maharashtra
Subhash Ramesh Chiplunkar,Rashtriya Kisan Bahujan Party,0,8th Pass,43,,,Maharashtra
Subhash Vaiju Desai,IND,3,12th Pass,50,"Rs 2,82,94,908  ~ 2 Crore+","Rs 4,85,000  ~ 4 Lacs+",Maharashtra
Subroto Roy,Ekam Sanatan Bharat Dal,0,Doctorate,54,"Rs 15,10,000  ~ 15 Lacs+",Rs 0  ~,Maharashtra
Sudarshan Raychand Khandare,IND,0,Graduate,38,"Rs 48,34,000  ~ 48 Lacs+",Rs 0  ~,Maharashtra
Sudhakar Tukaram Shrangare,BJP,0,10th Pass,62,"Rs 49,05,71,249  ~ 49 Crore+","Rs 12,28,08,333  ~ 12 Crore+",Maharashtra
Sudhakar Tukaram Suryawanshi,IND,0,12th Pass,56,,,Maharashtra
Sudhir Shridhar Deshmukh,IND,1,Post Graduate,63,"Rs 1,71,68,406  ~ 1 Crore+",Rs 0  ~,Maharashtra
Suhas Manohar Rane,IND,0,10th Pass,48,"Rs 1,09,12,229  ~ 1 Crore+","Rs 45,00,000  ~ 45 Lacs+",Maharashtra
Suhas Umesh Kumre,Bhim Sena,0,Graduate,26,"Rs 10,000  ~ 10 Thou+",Rs 0  ~,Maharashtra
Suhas V. Thakare,IND,0,Graduate,44,"Rs 8,41,000  ~ 8 Lacs+",Rs 0  ~,Maharashtra
Suleman Khairoddin Mohmmad,IND,0,5th Pass,47,,,Maharashtra
Sumit Vijay Pande,IND,0,Graduate Professional,43,"Rs 9,15,000  ~ 9 Lacs+","Rs 7,60,000  ~ 7 Lacs+",Maharashtra
Sumitra Sahebrao Gaikwad,IND,0,5th Pass,50,"Rs 2,04,000  ~ 2 Lacs+",Rs 0  ~,Maharashtra
Sunetra Ajitdada Pawar,NCP,0,Graduate,61,"Rs 1,27,59,98,205  ~ 127 Crore+","Rs 16,86,93,613  ~ 16 Crore+",Maharashtra
Sunil Baburao Mendhe,BJP,1,Others,55,"Rs 59,27,50,783  ~ 59 Crore+","Rs 8,36,62,345  ~ 8 Crore+",Maharashtra
Sunil Bhima Chavan,IND,0,Post Graduate,40,,,Maharashtra
Sunil Dasharath Ingole,Bhim Sena,1,8th Pass,44,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Maharashtra
Sunil Motiram Gajbhar,IND,0,12th Pass,33,"Rs 25,000  ~ 25 Thou+",Rs 0  ~,Maharashtra
Sunil Uttamrao Salve,IND,0,12th Pass,47,"Rs 3,75,000  ~ 3 Lacs+",Rs 0  ~,Maharashtra
Sunil Wankhede,Rashtra Samarpan Party,0,10th Pass,53,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,Maharashtra
Sunilkumar Tukaram Shinde,IND,0,Graduate Professional,48,,,Maharashtra
Sunita Pawar,IND,0,Graduate,34,"Rs 2,91,838  ~ 2 Lacs+",Rs 0  ~,Maharashtra
Supriya Sule,Nationalist Congress Party – Sharadchandra Pawar,0,Graduate,54,"Rs 1,66,51,86,348  ~ 166 Crore+","Rs 55,00,000  ~ 55 Lacs+",Maharashtra
Suraj Balram Mishra,Kunbi Bahujan Sawrajya Party,0,Graduate,30,"Rs 40,000  ~ 40 Thou+",Rs 0  ~,Maharashtra
Suraj Chandrakant Gaikwad,IND,0,Post Graduate,35,"Rs 7,56,477  ~ 7 Lacs+",Rs 0  ~,Maharashtra
Suraj Dhanraj Nagdvane,IND,0,Post Graduate,26,,,Maharashtra
Surendra Digambar Gajbhare,IND,0,Graduate Professional,51,"Rs 75,000  ~ 75 Thou+",Rs 0  ~,Maharashtra
Surendrakumar K. Jain,IND,0,10th Pass,56,"Rs 1,30,95,527  ~ 1 Crore+",Rs 0  ~,Maharashtra
Suresh Asaram Fulare,IND,2,12th Pass,44,"Rs 1,16,26,816  ~ 1 Crore+","Rs 20,50,000  ~ 20 Lacs+",Maharashtra
Suresh Dnyanoba Patil,Sainik Samaj Party,0,12th Pass,76,"Rs 2,94,000  ~ 2 Lacs+","Rs 81,50,000  ~ 81 Lacs+",Maharashtra
Suresh Gopinath Mhatre Alias Balya Mama,Nationalist Congress Party – Sharadchandra Pawar,0,12th Pass,53,,,Maharashtra
Suresh Govindrao Shinde,Sainik Samaj Party,0,Graduate,62,"Rs 62,70,000  ~ 62 Lacs+","Rs 15,00,000  ~ 15 Lacs+",Maharashtra
Suresh Jagannath Brahmankar (Suresh Bapu),IND,0,10th Pass,67,"Rs 7,69,650  ~ 7 Lacs+",Rs 0  ~,Maharashtra
Suresh Pandagale,Apni Prajahit Party,1,Literate,48,"Rs 26,25,000  ~ 26 Lacs+","Rs 4,50,000  ~ 4 Lacs+",Maharashtra
Suresh Pundlik Meshram,IND,1,10th Pass,34,"Rs 32,000  ~ 32 Thou+",Rs 0  ~,Maharashtra
Suresh Sitaram Mhatre,IND,0,5th Pass,41,,,Maharashtra
Sureshdada Baburao Vir,IND,0,10th Pass,77,"Rs 38,93,824  ~ 38 Lacs+","Rs 1,48,900  ~ 1 Lacs+",Maharashtra
Suryabhan (Alias Suresh) Dattatraya Lambe,IND,1,8th Pass,49,"Rs 1,40,11,000  ~ 1 Crore+","Rs 11,50,000  ~ 11 Lacs+",Maharashtra
Suryakiran Ishwar Nandagawali,IND,0,8th Pass,43,"Rs 25,90,000  ~ 25 Lacs+","Rs 1,26,000  ~ 1 Lacs+",Maharashtra
Sushama Abhijit Gorane,IND,0,Graduate,46,"Rs 89,03,925  ~ 89 Lacs+","Rs 36,63,763  ~ 36 Lacs+",Maharashtra
Sushama Gajanan Awachar,Jay Vidarbha Party,0,Graduate,39,,,Maharashtra
Sushil Dnyandev Kanse,IND,0,Graduate,42,"Rs 2,34,000  ~ 2 Lacs+","Rs 4,00,000  ~ 4 Lacs+",Maharashtra
Sushil Patil,IND,0,10th Pass,51,"Rs 77,00,000  ~ 77 Lacs+","Rs 74,00,000  ~ 74 Lacs+",Maharashtra
Sushila Kashinath Kamble,Bahujan Samaj Party (Ambedkar),0,10th Pass,26,"Rs 3,03,000  ~ 3 Lacs+",Rs 0  ~,Maharashtra
Sushila Nilkahthrao Pawar,Samnak Janta Party,0,12th Pass,37,"Rs 1,22,18,000  ~ 1 Crore+",Rs 0  ~,Maharashtra
Sushilkumar Jahangir Pawara,IND,1,Others,40,,,Maharashtra
Sushma Dayanand Mehta,IND,1,10th Pass,42,"Rs 26,85,000  ~ 26 Lacs+",Rs 0  ~,Maharashtra
Suwarnatai Sudhakar Gayakwad,IND,0,8th Pass,48,"Rs 41,25,000  ~ 41 Lacs+",Rs 0  ~,Maharashtra
Swapnil Dhanaji Londhe,Bhim Sena,0,Graduate,29,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,Maharashtra
Syed Minhaj Ali,IND,0,12th Pass,49,"Rs 16,60,000  ~ 16 Lacs+","Rs 1,50,000  ~ 1 Lacs+",Maharashtra
Tambade Amrut Anant (Rajapurkar),IND,0,10th Pass,39,,,Maharashtra
Tanaji Tukaram Bhojane,IND,0,Graduate Professional,35,"Rs 37,63,218  ~ 37 Lacs+","Rs 26,70,729  ~ 26 Lacs+",Maharashtra
Tandale Laxman Shivaji,IND,0,12th Pass,46,"Rs 1,95,000  ~ 1 Lacs+","Rs 40,000  ~ 40 Thou+",Maharashtra
Tara Pintya Waghe,IND,0,5th Pass,36,"Rs 1,01,129  ~ 1 Lacs+",Rs 0  ~,Maharashtra
Tara Suresh Wankhade,IND,0,Graduate Professional,51,"Rs 31,38,000  ~ 31 Lacs+","Rs 9,00,000  ~ 9 Lacs+",Maharashtra
Tate Mahendra Ashok,Ambedkarist Republican Party,0,Graduate,38,Nil,,Maharashtra
Tatkare Sunil Dattatrey,NCP,0,Others,69,"Rs 14,57,68,773  ~ 14 Crore+","Rs 1,14,520  ~ 1 Lacs+",Maharashtra
Tekraj Belkhode,IND,0,12th Pass,33,"Rs 2,01,85,000  ~ 2 Crore+","Rs 6,50,000  ~ 6 Lacs+",Maharashtra
Tilottama Sunil Jagtap,IND,0,Graduate,58,"Rs 75,98,477  ~ 75 Lacs+","Rs 5,50,000  ~ 5 Lacs+",Maharashtra
Tipusulatan Sikandar Patavegar,BSP,0,5th Pass,34,"Rs 4,94,011  ~ 4 Lacs+","Rs 19,000  ~ 19 Thou+",Maharashtra
Touhid Ilahi Momin,IND,0,8th Pass,38,,,Maharashtra
Tribhuvan Madhukar Padmakar,IND,0,12th Pass,56,"Rs 83,000  ~ 83 Thou+",Rs 0  ~,Maharashtra
Trishala Milind Kamble,Bahujan Samaj Party (Ambedkar),0,12th Pass,41,"Rs 40,41,000  ~ 40 Lacs+","Rs 15,000  ~ 15 Thou+",Maharashtra
Tukaram Namdeo Daphal,Sainik Samaj Party,0,12th Pass,39,"Rs 13,98,500  ~ 13 Lacs+","Rs 1,50,000  ~ 1 Lacs+",Maharashtra
Tulshiram Chiman Khotare,BSP,0,Post Graduate,39,"Rs 25,51,809  ~ 25 Lacs+",Rs 0  ~,Maharashtra
Tulsiram Urkuda Gedam,IND,0,Graduate,56,,,Maharashtra
Tushar Digambar Londhe,Bahujan Bharat Party,0,5th Pass,28,"Rs 1,43,000  ~ 1 Lacs+","Rs 2,58,656  ~ 2 Lacs+",Maharashtra
Tushar Vijay Motling,Bahujan Mukti Party,1,Graduate Professional,37,"Rs 40,77,756  ~ 40 Lacs+","Rs 24,50,000  ~ 24 Lacs+",Maharashtra
Uddhav Onkar Atole,IND,0,Others,67,"Rs 95,22,752  ~ 95 Lacs+","Rs 10,59,802  ~ 10 Lacs+",Maharashtra
Ujwala Vinayak Raut,IND,0,Graduate Professional,43,"Rs 1,11,50,000  ~ 1 Crore+",Rs 0  ~,Maharashtra
Umaji Pandurang Gaikwad,IND,0,10th Pass,55,,,Maharashtra
Umakant Rameshwar Mishra,IND,0,10th Pass,51,"Rs 5,10,000  ~ 5 Lacs+",Rs 0  ~,Maharashtra
Umashankar Shyambabu Yadav,BSP,0,10th Pass,42,"Rs 2,99,969  ~ 2 Lacs+","Rs 95,000  ~ 95 Thou+",Maharashtra
Umesh Ambadas Kamble,IND,2,Post Graduate,28,"Rs 7,43,333  ~ 7 Lacs+",Rs 0  ~,Maharashtra
Umesh Mahadev Mhetre,IND,0,Others,38,"Rs 2,03,84,719  ~ 2 Crore+","Rs 96,000  ~ 96 Thou+",Maharashtra
Umesh Mahadev Mhetre,IND,0,12th Pass,38,,,Maharashtra
Umesh Raju Khadse,Rashtra Samarpan Party,0,5th Pass,32,"Rs 91,200  ~ 91 Thou+","Rs 24,000  ~ 24 Thou+",Maharashtra
Umesh Somaji Waware,Maharashtra Vikas Aghadi,0,Doctorate,53,"Rs 1,62,89,511  ~ 1 Crore+","Rs 95,00,000  ~ 95 Lacs+",Maharashtra
Utkarsha Premanand Rupwate,Vanchit Bahujan Aaghadi,0,Post Graduate,40,"Rs 65,82,500  ~ 65 Lacs+","Rs 33,33,262  ~ 33 Lacs+",Maharashtra
Uttam Kisanrao Tirpude,Peoples Party of India (Democratic),0,Post Graduate,69,"Rs 2,25,43,956  ~ 2 Crore+",Rs 0  ~,Maharashtra
Uttam Onkar Ingole,Peoples Party of India (Democratic),0,8th Pass,59,,,Maharashtra
Vachisht Uddhav Kute,IND,0,Graduate,51,"Rs 3,00,000  ~ 3 Lacs+",Rs 0  ~,Maharashtra
Vaishali Darekar - Rane,ShivSena (Uddhav Balasaheb Thackeray),2,Post Graduate,49,"Rs 5,15,04,494  ~ 5 Crore+","Rs 15,61,727  ~ 15 Lacs+",Maharashtra
Vaman Mahadev Sangale,Dharmarajya Paksha,0,Post Graduate,66,"Rs 1,25,30,000  ~ 1 Crore+",Rs 0  ~,Maharashtra
Vanita Jitendra Raut,Akhil Bharatiya Manavata Paksha,0,8th Pass,42,"Rs 2,08,131  ~ 2 Lacs+","Rs 17,932  ~ 17 Thou+",Maharashtra
Varsha Bhagawantrao Bhagat,IND,0,8th Pass,47,,,Maharashtra
Vasant (Tatya) More,Vanchit Bahujan Aaghadi,7,12th Pass,50,"Rs 5,92,26,407  ~ 5 Crore+","Rs 3,68,59,586  ~ 3 Crore+",Maharashtra
Vasant Kisan Paikrao,IND,0,Graduate Professional,64,"Rs 6,00,000  ~ 6 Lacs+",Rs 0  ~,Maharashtra
Vasant Shankar Kolte,IND,0,12th Pass,53,"Rs 30,000  ~ 30 Thou+",Rs 0  ~,Maharashtra
Vasantrao Balwantrao Chavan,INC,1,12th Pass,69,"Rs 3,67,85,180  ~ 3 Crore+","Rs 14,23,663  ~ 14 Lacs+",Maharashtra
Vasantrao Rajaram Magar,Vanchit Bahujan Aaghadi,0,Others,61,,,Maharashtra
Vidhyasagar Alias Suresh Bhimrao Vidhyagar,BSP,0,Graduate,49,"Rs 78,63,000  ~ 78 Lacs+","Rs 28,90,000  ~ 28 Lacs+",Maharashtra
Vidya Naik,IND,0,Post Graduate,52,"Rs 2,17,96,574  ~ 2 Crore+","Rs 13,10,400  ~ 13 Lacs+",Maharashtra
Vidyasagar Kalidas Kasarlawar,Bhim Sena,0,10th Pass,69,"Rs 23,00,000  ~ 23 Lacs+",Rs 0  ~,Maharashtra
Vijay Annasaheb Thombare,IND,4,5th Pass,41,"Rs 73,95,000  ~ 73 Lacs+","Rs 20,85,000  ~ 20 Lacs+",Maharashtra
Vijay Dnyanba Raut,IND,6,Post Graduate,40,,,Maharashtra
Vijay Dnyaneshwarrao Shrirao,IND,0,Graduate Professional,49,"Rs 3,16,19,444  ~ 3 Crore+","Rs 48,69,599  ~ 48 Lacs+",Maharashtra
Vijay Dnyanoba Ghate,Republican Bahujan Sena,5,8th Pass,55,"Rs 2,42,75,000  ~ 2 Crore+","Rs 13,19,993  ~ 13 Lacs+",Maharashtra
Vijay Laxman Ghavale,IND,1,Graduate Professional,62,"Rs 1,32,06,128  ~ 1 Crore+","Rs 31,94,357  ~ 31 Lacs+",Maharashtra
Vijay Mankar,Ambedkarite Party of India,0,Post Graduate,53,"Rs 2,88,46,680  ~ 2 Crore+","Rs 32,000  ~ 32 Thou+",Maharashtra
Vijay Pandurangrao Deshmukh (Dabadgaonkar),IND,0,Others,77,,,Maharashtra
Vijay Ramji Gabhane,CPI(M),1,Graduate,57,"Rs 1,89,30,000  ~ 1 Crore+","Rs 18,00,000  ~ 18 Lacs+",Maharashtra
Vijay Ramkrushna Kale,BSP,0,10th Pass,52,"Rs 1,52,31,175  ~ 1 Crore+","Rs 50,00,000  ~ 50 Lacs+",Maharashtra
Vijay Vinayak Jagtap,IND,0,8th Pass,47,"Rs 32,000  ~ 32 Thou+",Rs 0  ~,Maharashtra
Vijaya Rajkumar Mhatre,Vanchit Bahujan Aaghadi,0,Post Graduate,43,"Rs 1,46,21,082  ~ 1 Crore+",Rs 0  ~,Maharashtra
Vijayalaxmi Shrikant Sindagi,Rashtriya Maratha Party,0,Graduate,61,,,Maharashtra
Vijaykumar Bhagwan Ughade,IND,0,10th Pass,52,"Rs 3,80,000  ~ 3 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Maharashtra
Vijayprakash Anant Kondekar,IND,0,10th Pass,77,"Rs 14,84,903  ~ 14 Lacs+",Rs 0  ~,Maharashtra
Vikas Bhai Nandave,Bhim Sena,3,12th Pass,31,"Rs 15,91,199  ~ 15 Lacs+","Rs 10,00,000  ~ 10 Lacs+",Maharashtra
Vikas Chhagan Lahane,IND,1,Graduate,42,"Rs 18,54,000  ~ 18 Lacs+","Rs 12,50,000  ~ 12 Lacs+",Maharashtra
Vikas Kondiba Shinde,Maharashtra Vikas Aghadi,0,12th Pass,27,,,Maharashtra
Vikas Thakre,INC,4,Graduate,57,"Rs 10,07,56,481  ~ 10 Crore+","Rs 2,92,58,069  ~ 2 Crore+",Maharashtra
Vikas Uttamrao Lasante,Sanman Rajkiya Paksha,0,10th Pass,39,"Rs 2,64,000  ~ 2 Lacs+",Rs 0  ~,Maharashtra
Vilas Baburao Lende,Lok Swarajya Party,0,Graduate,51,"Rs 4,91,000  ~ 4 Lacs+","Rs 3,50,000  ~ 3 Lacs+",Maharashtra
Vilas Bhagwat Ghadge,IND,0,8th Pass,45,"Rs 1,60,31,000  ~ 1 Crore+","Rs 52,00,000  ~ 52 Lacs+",Maharashtra
Vilas Ganesh Zodape,IND,1,Graduate,40,,,Maharashtra
Vilas Jiyalal Raut,IND,0,12th Pass,50,"Rs 1,47,99,000  ~ 1 Crore+",Rs 0  ~,Maharashtra
Vilas Shankar Tayade,BSP,0,12th Pass,50,"Rs 47,23,400  ~ 47 Lacs+",Rs 0  ~,Maharashtra
Vilas Shripat Khadse,IND,0,Post Graduate,59,"Rs 93,75,000  ~ 93 Lacs+","Rs 1,75,000  ~ 1 Lacs+",Maharashtra
Vinayak Bhaurao Awchat,IND,0,Others,52,"Rs 60,00,000  ~ 60 Lacs+",Rs 0  ~,Maharashtra
Vinayak Bhaurao Raut,ShivSena (Uddhav Balasaheb Thackeray),1,Post Graduate,70,,,Maharashtra
Vinayak Lavu Raut,IND,0,8th Pass,52,"Rs 19,27,377  ~ 19 Lacs+","Rs 38,800  ~ 38 Thou+",Maharashtra
Vinod Gurudas Madavi,IND,0,Others,32,"Rs 11,82,500  ~ 11 Lacs+","Rs 6,00,000  ~ 6 Lacs+",Maharashtra
Vinod Panjabrao Nandagavali,IND,0,10th Pass,36,"Rs 3,000  ~ 3 Thou+",Rs 0  ~,Maharashtra
Virendrakumar Kasturchand Jaiswal,IND,0,Graduate Professional,68,"Rs 8,01,25,802  ~ 8 Crore+","Rs 14,00,000  ~ 14 Lacs+",Maharashtra
Vishal (Dada) Prakashbapu Patil,IND,9,Graduate,43,,,Maharashtra
Vishal Arun Pawar,IND,0,5th Pass,39,"Rs 3,63,247  ~ 3 Lacs+",Rs 0  ~,Maharashtra
Vishal Uddhav Nandarkar,IND,0,Others,38,"Rs 1,72,200  ~ 1 Lacs+","Rs 4,30,000  ~ 4 Lacs+",Maharashtra
Vishal Vijay More- Aappa,IND,0,8th Pass,33,"Rs 2,10,000  ~ 2 Lacs+",Rs 0  ~,Maharashtra
